"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Mitchell",50.35,204.983,158.167,215.75,148.283,138.233,117.05,40.667,125.167,210.4,91.25,102.883,174.25,150.65,124.817,106.617,58.85,79.117,174.05,206.717,144.433,164.3,197.167,224.183,148.333,121.683,189.317,148.667,100.2,253.183,186.283,212.167,158.733,168.633,245.05,62.383,193.017,144.367,77.867,145.917,228.483,201.517,118.017,118.017,113.183,137.683,161.067,167.467,251.433,241.417,131.617,94.067,68.6,62.383,203.983,141.15,135.15,111.7,167.767,113.317,188.25,8.15,193.267,65.5,241.683,105.15,130.833,158.133,155.583,24.167,160.7,184.1,118.483,117.55,121.85,184.65,175.517,104.017,168.117,133.933,124.233,72.783,145.333,173.317,163.2,130.917,73.383,180.333,49.95,61.433,159.733,215.117,211.517,97,70.367,92.433,34.067,163.583,70.217,245.05,0,100,159.75,225.25,198.333,195.95,215.75,44.833,145.45,155.983,119.983,168.117,179.983,144.217,184.017,106.05,174.783,226.783,186.283,228.2,67.45,125.083,203.75,177.533,262.85,138.683,73.15,99.933,183.8,163.267,40.017,116.133,140.95,117.3,83.4,247.583,177.617,98.633,123.95,83.85,164.8,159.483,89.1,230.2,148.2,205.4,100,190.817,178.817,53.783,142.233,190.3,112.583,154.917,161.483,141.817,53.783,65.533,159.883
"Monroe",98.25,292.567,235.433,225.5,81.1,71.05,26.183,138.267,70.317,213.85,104.883,144.55,175.4,105.133,213.483,193.817,137.033,168.1,117.167,295.4,55.833,109.45,140.283,300.2,237.017,66.833,136.967,91.783,37.983,220.133,119.1,255.433,168.483,248.833,244.867,110.3,202.767,89.533,50.917,155.667,171.617,196.75,63.183,63.183,165.8,147.45,97.45,230.767,221.6,247.7,214.4,74,165.817,110.3,147.1,86.317,80.3,88.667,112.917,58.483,131.383,99.017,281.95,108.8,251.433,26.767,39.233,101.25,70.7,83.933,106.883,129.25,84.633,127.317,68.867,129.8,198.1,68.717,111.25,206.4,46.95,159.333,67.867,261.983,172.95,219.6,141.317,190.083,69.267,106.5,247.867,224.867,173.5,108.467,32.767,118.583,89.917,252.267,83.45,244.867,100.783,0,248.433,218.25,141.45,141.733,225.5,124.183,158.75,101.133,129.75,111.25,266.8,109.667,129.167,194.733,178.25,236.533,119.1,193.2,115.367,70.233,213.517,265.383,254.633,148.433,59.217,53.717,193.55,149.2,70.117,204.25,142.333,180.6,111.883,257.35,187.383,188.667,194.7,162.983,109.967,169.233,125.833,191.5,123.2,215.167,0,268.083,121.933,86.067,64.75,182.267,177.5,98.05,106.633,178.7,86.067,114.15,169.65
"Montgomery",177.617,94.467,138.233,265.867,283.567,292.967,272.1,128.183,224.1,198.883,152.033,141.6,233.767,218.9,51.783,73.933,126.767,102.167,280.317,88.017,263.367,270.933,303.433,117.467,20.117,228.317,323.65,254.933,257.167,303.95,315.9,164.217,208.2,130.633,295.167,172.9,213.55,242.417,237.2,196.033,334.75,250.983,230.433,230.433,141.333,187.167,272.667,169.733,301.55,204.75,57.367,241.533,98.45,172.9,310.25,226.7,241.783,171.217,265.8,219.1,294.517,162.083,74.567,156.533,279.117,260.2,246.717,264.4,263.433,177.933,228.767,255.167,265.95,162.017,200.95,284.717,200.433,191.1,274.383,130.667,278.633,103.95,257.433,54.617,212.667,46.967,114.883,230.45,203.717,202.8,73.583,205.25,270.65,156.517,222.833,135.45,175.45,44.883,177.8,295.167,164.067,250,0,275.367,304.6,255.467,265.867,143.983,201.5,262.617,177.333,274.383,125.55,203.733,290.65,67.833,230.833,227.867,315.9,280.933,165.75,231.7,246.517,103.467,312.967,194.717,232.5,211.167,234.417,222.783,199.367,91.95,200.467,141.033,151.983,254.817,207.733,94.8,139.983,98.5,262.95,212.25,137.617,291.917,207.717,255.517,250,130.767,285.083,207.317,254.333,246.45,128.6,261.183,258.017,169.983,207.317,145.1,210
"Morgan",260.95,202.067,173.583,30.783,240.833,239.883,220.967,220.483,166.833,118.067,137.167,134.067,84.683,170.183,236.967,236.283,256.617,235.817,226.9,229.55,220.65,175.767,250.017,203.083,260.483,171,304.517,201.533,244.6,36.583,273.167,158.333,70.9,187.883,36.4,272.983,106.4,143.433,256.417,84.767,281.333,28.783,184.217,184.217,143.55,92.567,223.333,146.533,33.917,150.6,259.467,286.15,209.483,272.983,256.85,170,184.467,156.417,151.417,170.35,241.117,234.767,234.9,164.95,72.55,231.45,203.983,210.983,220.7,206.75,158.7,113.95,267.6,123.767,181.367,147.917,114.183,171.517,220.983,172.6,226.117,245.45,214.717,265.383,71.817,243.067,175.317,53.417,220.833,272.033,230.767,126.8,50.2,138.35,213.05,151.767,248.867,261.383,183.517,36.4,226.6,218.383,271.917,0,251.183,87.65,30.783,202.55,90.35,205.467,120.267,220.983,179.533,155.383,221.65,218.2,79.417,105.6,273.167,35.017,278.05,177.9,71.8,200.7,54.233,94.083,247.35,190.933,53.067,110.25,232.8,215.633,105.9,147.983,149.45,82.8,90.267,200.5,162.1,186.45,126.467,82.517,156.8,52.05,135.5,24.1,218.383,167.6,231.667,256.833,211.6,51.333,160.717,207.767,126.15,116.067,256.833,177.367,88.183
"Murray",195.35,346.517,289.383,276.167,140.383,144.883,128.6,235.367,95.933,264.517,160.7,198.5,208.367,138.133,267.45,266.75,234.117,265.2,36.033,349.35,124.567,134.05,36.283,350.867,290.967,88.783,178.867,72.067,152.25,253.483,140.1,306.1,219.15,302.783,278.2,207.4,253.433,122.867,165.183,206.333,67.6,230.1,101.667,101.667,219.767,198.117,82.283,282.1,254.95,298.367,289.95,188.267,239.95,207.4,55.833,121.467,92.783,140.083,146.267,90.883,34.95,196.117,335.9,185.733,302.1,139.1,111.633,52.583,116.6,181.033,140.233,162.6,175.25,177.983,119.167,163.15,248.767,134.983,42.967,260.35,133.75,256.433,122.55,315.95,223.617,273.55,205.783,240.75,166.367,206.433,301.817,275.533,206.833,162.683,142.533,172.533,187.017,306.217,179.8,278.2,197.867,141.333,302.383,251.6,0,175.083,276.167,220.533,205.883,85.05,180.4,42.967,320.75,152.5,93.65,248.683,213.867,287.2,140.1,226.55,212.467,93.067,264.183,319.35,287.967,199.1,173.483,140.9,246.417,188.75,167.217,258.2,194.05,231.917,170.217,308.017,238.05,242.617,246.033,216.933,143.3,219.9,180.283,224.85,168.067,256.717,141.333,315.367,52.55,190.267,122.883,215.617,228.817,43.433,139.967,229.367,190.267,198.133,220.317
"Muscogee",192.117,249.967,221.467,115.467,163.417,162.467,143.55,200.1,89.417,165.95,110.05,130.833,41.683,92.767,216.583,215.9,236.233,215.433,149.483,277.433,143.233,98.35,172.6,250.983,240.1,93.6,227.117,124.117,167.183,86.8,195.75,206.217,95.067,235.767,111.517,204.15,154.883,66.033,180.117,111.733,203.917,63.417,106.8,106.8,148.05,105.633,145.917,194.6,88.267,199.8,239.083,203.217,189.083,204.15,179.433,92.583,107.067,103.117,74,92.95,163.7,192.867,282.8,137.85,147.467,154.033,126.567,133.567,143.283,179.65,81.3,36.533,190.2,99.217,108.167,70.5,162.25,124.033,143.567,197.7,148.7,225.05,137.3,265.083,87.867,222.683,154.917,87.75,163.133,203.2,250.95,176.983,40.15,111.233,139.3,124.65,183.783,255.35,156.417,111.517,199.5,140.967,251.533,84.9,173.767,0,115.467,175.45,78.883,128.05,81.067,143.567,227.417,84.683,144.233,197.817,47.183,176.517,195.75,59.867,209.217,100.483,125.333,248.583,121.283,82.767,179.467,143.45,77.25,41.65,163.967,207.333,58.3,167.583,122.333,153.867,138.167,191.75,181.7,166.067,49.05,125.967,132.25,58.167,69.683,90.033,140.967,215.483,154.25,187.017,134.183,48.933,180.25,130.35,48.733,146.75,187.017,150.25,130.533
"Newton",251.633,190.517,162.033,0,254.683,253.733,234.817,211.183,195.217,100.317,127.85,124.75,115.75,194.183,227.667,226.967,247.3,226.517,251.433,218,234.483,206.817,274.55,191.533,251.183,199.433,318.367,226.05,243.167,67.817,287.017,136.7,71.783,176.333,32.167,263.667,82.117,174.5,247.1,75.467,305.883,53.133,201.55,201.55,134.233,86.417,243.783,134.983,49.217,124.567,250.15,276.833,200.167,263.667,281.367,197.833,212.9,142.35,182.467,190.217,265.633,225.467,223.367,155.65,46.517,246.433,217.833,235.517,234.55,197.45,189.767,145.017,289.817,114.467,172.067,178.983,102.633,162.217,245.5,161.05,239.95,236.133,228.55,253.833,75.983,233.767,166,46.75,211.517,262.717,219.217,100.767,81.433,129.033,203.733,142.45,239.55,249.833,174.217,32.167,217.3,224,262.6,31.85,275.717,118.7,0,193.25,102.433,233.733,119.283,245.5,167.983,167.333,252.7,208.9,100.183,79.567,287.017,66.25,268.75,202.817,51.35,189.15,49.967,106.15,238.05,181.633,62.817,139.85,223.483,204.083,117.85,138.683,140.133,56.767,78.717,191.2,152.8,177.15,157.517,70.967,147.5,83.283,147.45,20.95,224,156.05,256.2,247.517,225.45,82.4,151.417,232.317,157.2,106.75,247.517,168.05,76.633
"Oconee",89.183,186.783,133.033,192.967,171.817,161.767,140.9,45.783,141.817,171.417,68.467,63.9,151.483,136.617,108.6,107.067,81.467,88.417,195.817,190.517,167.633,186.067,218.933,204.217,132.133,143.467,227.917,170.45,125.967,230.417,209.8,173.167,135.967,146.433,222.283,100.3,170.25,160.117,109.783,123.133,250.267,178.733,139.8,139.8,74.183,114.917,182.833,128.483,228.667,202.417,131.1,135.233,58.7,100.3,225.75,144.417,156.933,88.933,183.517,135.1,210.033,52.15,177.067,42.383,218.9,129,152.617,179.9,173.1,46.567,146.483,172.883,160.683,80.017,118.667,202.433,136.533,105.417,189.9,104,147.433,83.75,167.117,157.1,140.433,114.717,34.4,157.567,72.05,106.6,142.983,192.35,188.75,74.233,91.217,58.067,79.25,147.383,47.1,222.283,43.983,121.767,143.55,202.483,220.117,173.183,192.967,0,122.683,177.75,97.217,189.9,161.767,121.45,205.8,89.85,152.017,204.017,209.8,205.433,97.317,146.85,180.983,159.333,240.083,115.917,100.733,101.333,161.017,140.5,76.85,99.367,118.183,78.3,60.617,224.817,159.867,83.783,90.667,56.667,180.667,136.717,50.1,207.433,125.433,182.633,121.767,165.683,200.583,98.967,164,167.533,75.217,176.7,175.733,102.833,98.967,26.55,137.117
"Oglethorpe",183.183,189.617,150.617,101.4,186.233,185.283,166.35,146.9,126.767,104.283,59.4,63.467,47.917,112.583,163.383,162.683,183.017,162.233,182.983,217.083,166.033,167.05,206.1,190.633,186.9,130.983,249.917,157.6,177.4,110.267,218.567,145.867,39.067,164.917,125.617,195.217,93.217,131.9,178.65,43.067,237.417,63.05,133.1,133.1,72.95,30.917,175.333,120.9,112.567,138.133,185.867,208.383,135.883,195.217,212.917,122.517,144.45,70.017,142.7,121.767,197.183,157.017,223.733,87.2,130.8,180.667,149.383,167.067,166.1,129,108.333,89.667,224.05,46,103.617,138.767,88.533,93.767,177.05,122.6,171.5,171.85,160.1,211.883,35.9,169.483,101.717,57.4,143.067,194.267,190.167,115.317,71.583,60.583,137.967,74,171.1,202.15,105.75,125.617,148.85,158.233,198.317,90.25,207.267,78.5,101.4,124.783,0,165.283,30.967,177.05,167.083,84.717,193.317,144.617,31.867,126.983,218.567,85.283,200.283,134.367,103.95,181.6,143.45,7.667,169.6,113.183,40.783,57.3,155.033,154.133,33.283,92.483,71.683,137.183,77.817,138.55,106.6,112.867,117.317,59.683,79.05,92.867,64.833,86.533,158.233,155.133,187.75,179.067,157,47.383,105.15,163.85,117,74.2,179.067,99.6,60.083
"Paulding",152.95,304.317,247.183,235.517,116.783,115.833,96.917,192.967,49.283,222.3,118.5,156.3,161.733,91.483,225.233,224.55,191.733,222.8,60.767,307.15,96.6,58.817,83.883,308.65,248.767,45.55,180.483,51.417,120.55,206.833,149.117,263.9,176.95,260.583,231.567,165,211.233,76.233,133.483,164.133,115.217,183.467,62.033,62.033,177.55,155.9,94.25,239.883,208.317,256.15,247.733,156.583,197.75,165,110.783,74.817,35.467,97.883,83.8,48.083,95.067,153.717,293.7,143.517,259.9,107.417,79.933,44.85,96.65,138.633,93.6,115.967,143.567,135.767,76.967,101.3,206.567,92.767,74.917,218.15,102.067,214.033,90.667,273.733,181.417,231.35,163.583,198.55,123.967,164.033,259.6,233.333,160.2,120.483,100.133,130.333,144.617,264.017,137.4,231.567,155.483,101.8,260.183,204.95,85.067,128.45,235.517,178.133,163.667,0,138.2,74.917,278.55,110.283,36.917,206.483,167.233,245,149.117,179.917,170.067,52.433,221.967,277.133,241.333,156.9,141.8,98.517,197.3,142.117,124.817,216,151.85,189.717,128.017,265.8,195.833,200.417,203.817,174.733,96.667,177.7,138.083,178.217,125.85,210.083,101.8,273.167,65.533,147.867,87.55,168.983,186.617,41.65,93.333,187.15,147.867,155.933,178.1
"Peach",157.483,192.417,149.383,118.733,160.533,159.583,140.667,120.717,101.083,107.083,33.7,51.45,61.1,91.517,137.2,136.5,156.85,136.05,157.283,219.883,140.35,147.9,180.417,193.433,160.717,105.3,224.233,131.917,149.017,140.3,192.867,148.667,61.733,162.783,148.05,169.533,96.017,119.85,152.967,48.9,211.733,93.183,107.4,107.4,70.683,40.683,149.633,123.7,142.6,140.933,159.7,182.7,109.7,169.533,187.217,101.45,118.767,48.967,130.633,96.067,171.5,131.317,205.65,61.5,144.667,152.3,123.683,141.367,140.4,103.3,92.783,84.733,195.683,19.817,77.917,134.767,91.333,68.067,151.367,120.35,145.817,145.667,134.417,185.7,62.933,143.3,75.533,83.317,117.383,168.583,171.567,118.117,98.367,34.9,109.6,48.3,145.417,175.967,80.067,148.05,123.15,129.85,172.133,120.383,181.583,82.783,118.733,99.1,30.933,139.583,0,151.367,169.883,67.75,167.617,118.433,61.9,129.783,192.867,115.333,174.6,108.683,106.75,179.333,165.85,32.717,143.9,87.483,70.917,52.35,129.35,127.95,27.8,90.233,46,150.583,80.617,112.367,104.35,86.683,113.017,62.483,52.867,117.05,52.467,108.4,129.85,157.933,162.05,153.383,131.3,77.433,98.567,138.167,108.083,71.933,153.383,73.917,62.883
"Pickens",165.1,316.267,259.133,245.917,106.4,110.25,98.35,205.117,65.683,234.267,130.45,168.25,178.117,107.867,237.2,236.5,203.867,234.933,53.55,319.1,85.483,103.8,76.55,320.617,260.717,58.533,165.783,36.533,121.983,223.233,127.017,275.85,188.9,272.533,247.95,177.133,223.183,92.617,134.933,176.083,107.867,199.85,71.4,71.4,189.517,167.867,43.2,251.85,224.7,268.1,259.683,158.017,209.7,177.133,42.733,91.217,62.533,109.833,116.017,60.633,27.017,165.85,305.65,155.483,271.85,108.85,81.367,52.633,77.517,150.783,109.983,132.35,151.8,147.733,88.917,132.9,218.517,104.733,0,230.1,109.617,226.183,85.517,285.7,193.367,243.3,175.533,210.5,136.117,176.183,271.567,245.283,176.583,132.433,112.283,142.283,156.767,275.967,149.55,247.95,167.617,111.083,272.133,221.333,43.883,144.833,245.917,190.283,175.633,74.65,150.15,0,290.5,122.233,101.85,218.433,183.617,256.95,127.017,196.3,182.217,62.817,233.933,289.083,257.717,168.85,143.233,110.65,216.167,158.5,136.95,227.95,163.8,201.667,139.967,277.767,207.783,212.367,215.783,186.683,113.05,189.65,150.033,194.6,137.817,226.467,111.083,285.117,66.267,160,85.833,185.367,198.567,43.5,109.717,199.117,160,167.883,190.067
"Pierce",202.983,35.75,33.133,167.983,300.8,299.85,280.917,146.6,241.333,82.067,169.267,139.15,213.967,236.133,98.25,113.783,159.833,131.367,297.55,63.217,280.6,288.15,320.667,45.6,120.983,245.55,355.2,272.167,276.733,217.983,333.133,46.667,146.967,21.917,195.8,205.967,96.8,259.633,255.633,132.9,351.983,165.583,247.667,247.667,116.517,138.633,289.883,59.667,208.2,87.183,136.9,259.967,116.867,205.967,327.483,243.933,259.017,188.45,283.033,236.333,311.75,180.5,67.05,173.767,161.55,279.767,263.933,281.633,280.667,197.483,246,255.683,284.367,168.983,218.183,289.65,87.3,208.333,291.617,62.667,286.067,137.017,274.667,92.433,156.917,104.367,131.4,153.433,223.283,221.217,53.183,87.683,202.383,173.75,239.35,152.683,193.867,83.783,194.317,195.8,182.483,267.233,123.933,182.017,321.833,229.367,167.983,162.1,168.6,279.833,171.5,291.617,0,220.967,307.883,105.417,197.917,110.3,333.133,193.667,198.833,248.933,129.683,23.1,209.95,164.217,251.483,228.4,170.3,223.383,217.783,70.917,198.833,93.217,169.217,137.25,90.917,81.617,81.55,107.25,268.183,114.833,154.85,210.7,222.483,162.367,267.233,11.617,302.317,225.733,271.567,193.333,97.117,278.417,267.867,117.583,225.733,161.617,119.467
"Pike",155.15,245.417,188.3,165.7,132.067,131.117,112.2,149.867,73.483,163.417,59.6,97.4,85.383,26.85,166.35,165.667,186.267,165.2,129.7,248.267,111.883,93.65,152.817,249.767,189.867,77.7,195.767,104.317,135.833,162.833,164.4,205,119.85,201.7,187.55,167.183,152.35,53.167,148.767,105.233,184.15,127.35,78.933,78.933,118.667,97.017,122.05,181,164.3,197.267,188.85,171.85,138.867,167.183,159.633,45.583,91.167,33.6,72.55,68.483,143.9,153.6,234.8,84.633,195.1,122.683,95.217,113.783,111.933,122.95,25.017,64.533,158.833,76.883,48.1,80.7,147.667,40.933,123.767,159.25,117.35,174.833,105.95,214.85,112.667,172.45,104.7,121.7,125.017,166.233,200.717,174.45,116.183,61.583,101.417,71.433,146.817,205.117,98.283,187.55,146.083,109.4,201.3,153.55,153.983,84.433,165.7,122.233,85.2,112,65.25,123.767,219.65,0,137.467,147.583,87.5,186.1,164.4,135.9,172.25,81.083,163.083,218.25,197.317,92.883,142.483,60.35,105.083,54.517,127,157.117,52.717,130.817,69.117,201.483,136.95,141.533,144.933,115.833,58.95,118.817,79.183,134.2,21.833,150.833,109.4,214.267,134.467,150.05,102.833,102.6,127.733,110.583,54,128.267,150.05,97.033,119.217
"Polk",183.65,335.017,277.883,251.617,141.967,141.017,122.1,223.667,80,253.017,149.2,187,177.833,122.183,255.933,255.25,222.433,253.5,58.267,337.85,121.783,48.35,92.167,339.367,279.467,76.25,205.65,75.367,145.733,222.95,174.3,294.6,207.65,291.283,247.667,195.7,241.933,87.367,158.667,194.833,103.2,199.567,92.733,92.733,208.25,186.6,119.433,270.6,224.417,286.85,278.433,181.75,228.45,195.7,128.3,105.533,66.167,128.583,76.917,78.783,112.567,184.417,324.4,174.233,283.617,132.583,105.117,52.967,121.833,169.333,114.433,133.75,168.733,166.467,107.667,94.417,237.267,123.483,98.7,248.85,127.25,244.733,115.833,304.433,212.117,262.05,194.283,223.9,154.667,194.733,290.317,264.033,176.3,151.183,130.85,161.033,175.317,294.717,168.1,247.667,186.183,132.5,290.883,221.05,93.517,144.55,251.617,208.833,194.383,37.55,168.9,98.7,309.25,139.95,0,237.183,183.333,275.7,174.3,196.017,200.767,83.133,252.683,307.833,257.433,187.6,166.967,129.217,213.4,158.35,155.517,246.7,181.95,220.417,158.717,290.017,226.533,231.117,234.517,205.433,97.1,208.4,168.783,194.317,151.3,226.183,132.5,303.867,45.217,178.567,112.733,185.083,217.317,59.15,101.333,217.867,178.567,186.633,208.817
"Pulaski",114.6,117.383,97.917,209.433,227.133,236.533,215.683,71.767,167.683,163.417,95.617,85.183,177.35,162.483,31.433,19.283,63.75,36.25,223.9,113.333,206.95,214.5,247.017,142.833,54.95,171.9,280.933,198.517,200.75,247.533,259.467,151.167,151.783,100.85,238.75,109.883,181.267,185.983,181.35,139.6,278.333,194.567,174.017,174.017,84.917,130.733,216.233,117.8,245.133,191.7,53.917,185.683,38.767,109.883,253.833,170.283,185.367,114.8,209.383,162.667,238.1,105.65,99.883,100.117,235.367,203.783,190.283,207.967,207,121.5,172.35,198.75,210.083,105.6,144.517,228.3,142.85,134.667,217.967,80.717,222.2,40.933,201.017,79.933,156.25,37.533,58.45,174.017,147.3,146.95,67.7,190.333,214.217,100.1,166.417,79.033,119.583,70.2,121.383,238.75,107.633,193.567,66.367,218.95,248.183,199.033,209.433,87.567,145.083,206.183,120.917,217.967,104.5,147.317,234.233,0,174.4,212.95,259.467,224.5,102.733,175.283,197.45,98.1,256.55,138.3,176.65,154.733,178,166.367,143.517,35.75,144.05,84.617,95.567,237.7,166.183,38.383,83.55,42.067,206.533,155.833,81.2,235.5,151.3,199.1,193.567,116.117,228.667,151.45,197.9,190.017,72.183,204.767,201.6,113.567,151.45,88.667,153.583
"Putnam",212.05,218.583,179.583,98.05,200.117,199.167,180.233,176.267,126.117,133.267,88.767,92.833,18.7,112.167,192.75,192.05,212.383,191.6,186.167,246.067,179.917,135.033,209.283,219.617,216.267,130.283,263.8,160.817,197.75,90.617,232.45,174.85,52.2,193.883,114.067,224.083,122.183,102.717,208.017,68.883,240.617,53.617,143.5,143.5,102.317,59.9,182.617,149.867,92.917,167.1,215.233,233.767,165.25,224.083,216.117,121.067,143.75,90.367,110.683,129.633,200.4,186.383,253.1,116.567,127.45,190.733,163.267,170.25,179.983,158.367,95.933,73.233,226.883,75.367,127.567,107.2,117.517,116.9,180.267,151.967,185.383,201.217,173.983,241.25,45.017,198.85,131.083,54.05,172.433,223.133,219.533,144.283,48.233,89.95,158.317,103.367,200.467,231.517,135.117,114.067,178.217,178.583,227.683,78.683,210.467,46.933,98.05,154.15,33.15,164.75,63.217,180.267,196.05,89.333,180.917,173.983,0,156.483,232.45,65.633,229.15,137.183,105.3,210.967,125.933,37.033,198.967,136.3,37.433,44.267,183.9,183.5,40.183,121.85,101.05,133.833,106.783,167.917,135.967,142.233,85.75,88.65,108.417,68.9,69.45,83.183,178.583,184.117,190.933,206.95,170.883,27.733,134.517,167.05,85.433,103.883,206.95,128.967,87.683
"Quitman",264.5,132.233,122.167,78.133,267.55,266.6,247.683,224.05,208.083,55.783,140.717,137.617,173.933,202.883,206.017,221.533,260.317,232.267,264.3,159.7,247.35,254.917,287.417,133.25,222.05,212.3,331.233,238.917,256.033,141.883,299.883,64.267,107.617,129.683,101.417,276.533,37.567,226.4,259.967,93.55,318.733,115.617,214.417,214.417,140.35,99.283,256.65,100.5,123.283,47.217,242.183,289.7,212.967,276.533,294.233,210.683,225.767,155.2,243.167,203.083,278.5,238.333,165.067,168.517,53.717,259.3,230.7,248.383,247.417,210.317,212.75,205.7,302.683,127.317,184.933,239.667,83.383,175.083,258.367,136.317,252.817,241.883,241.417,195.55,117.567,212.117,178.867,105.883,224.383,275.583,160.933,23.417,152.417,141.9,216.6,155.317,252.417,191.55,187.083,101.417,230.167,236.867,225.017,105.917,288.583,179.4,78.133,206.117,129.233,246.6,132.133,258.367,109.7,187.733,274.633,213.183,159.333,0,299.883,140.317,281.6,215.683,53.4,130.85,102.117,124.85,250.917,194.5,121.967,184.033,236.35,178.667,159.467,139.55,153,29.417,59.483,177.717,149.8,181.833,218.217,75.483,160.367,157.35,183.117,96.817,236.867,97.767,269.067,260.383,238.317,143.35,152.283,245.167,217.9,110.917,260.383,180.917,80.117
"Rabun",179.383,359.35,302.233,289,39.35,53.667,94.233,220.967,118.467,277.35,173.533,211.333,227.95,157.7,280.283,278.1,221.3,252.367,158.683,362.2,66.967,157.983,174.267,363.7,303.8,115.717,38.75,129.9,91.033,273.05,0,318.933,232,315.633,297.783,192.133,266.283,142.45,107.8,219.167,193.283,249.683,107.583,107.583,232.6,210.95,92.55,294.933,274.533,311.2,298.683,104.533,248.517,192.133,87.467,140.95,119.317,152.933,165.85,107.117,104.967,181.717,348.733,201.467,314.933,99.05,96.95,139.367,63.6,164.967,159.817,182.183,78.983,190.817,132.017,182.733,261.6,147.817,127.4,273.183,78.25,243.617,75.433,328.783,236.467,286.383,218.633,253.583,147.9,151.65,314.65,288.383,226.417,175.533,123.55,185.367,172.667,319.05,173.367,297.783,183.483,118.3,315.233,271.167,137.967,194.667,289,210.283,218.717,149.083,193.25,127.4,333.583,165.45,174.933,261.517,233.45,300.05,0,246.133,199.65,112.45,277.017,332.183,307.55,211.95,116.1,147.7,259.25,208.333,146.367,271.05,206.883,244.75,183.05,320.85,250.883,255.467,258.867,229.767,162.883,232.75,193.117,244.433,180.9,276.3,118.3,328.2,160.05,143.2,70.683,235.2,241.667,136.167,159.55,242.2,143.2,204.05,233.15
