"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Clay",53.389,733.448,262.949,312.858,488.302,458.817,304.641,164.79,427.283,348.349,116.76,168.804,298.343,423.424,270.513,240.82,107.668,184.61,413.508,228.208,383.383,873.901,796.738,275.408,671.737,283.246,234.678,52.635,250.67,418.498,99.419,393.185,457.293,468.394,854.656,215.915,295.641,661.915,0,62.564,354.694,387.268,365.145,1148.521,112.267,246.096,310.344,432.581,408.399,226.25,677.493,761.924,164.44,178.432,958.952,980.847,315.791,203.74,888.211,449.85,364.398,190.967,645.438,854.656,753.273,431.136,383.736,434.071,489.85,1153.2,269.903,187.411,126.082,236.402,82.304,544.365,393.288,619.262,141.776,90.595,161.244,333.984,769.112,223.002,657.411,286.554,601.223,251.565,171.911,411.808,418.17,342.058,506.409,725.245,798.646,394.739,256.995,941.226,616.436,223.205,164.897,155.263,957.885,542.508,181.816,329.191,296.575,585.736,217.403,83.545,415.629,376.096,142.413,266.423,1011.747,393.167,885.166,517.53,412.251,378.685,321.825,910.884,387.216,520.162,395.235,763.956,322.912,274.967,312.599,316.476,280.216,900.029,370.988,449.342,1007.311,464.88,324.48,619.194,230.13,303.329,784.805,230.366,269.466,839.49,131.001,208.889,146.177,876.048,261.204,280.923,446.833,723.11,696.293,102.076,230.546,255.916,336.55,214.316,368.566,37.152,170.07,388.938,369.726,397.389,660.649,325.089,431.884,390.765,430.716,80.731,334.681,411.732,727.309,251.546,230.356,346.289,495.487,357.034,907.84,173.376,319.904,413.377,366.832,354.908,871.675,852.284,1167.287,847.645,1011.777,341.592,873.996,109.958,426.89,447.536,852.284,282.175,1168.004,314.436,357.978,435.103,235.662,300.538,307.398,89.718,358.875,289.448,491.29,302.543,440.774,57.265,418.17,145.93,284.243,588.329,427.649,549.907,262.54,63.429,821.767,337.326,133.772,355.769,298.949,502.422,411.55,479.425,128.395,142.584,286.586,363.43,123.457,401.165,580.977,302.744,209.971,108.597,74.896,233.485,36.742,482.501,140.481,779.201,488.916,569.052,508.981,38.748,696.424,220.275,308.472,338.619,165.649,203.328,598.488,279.328
"Cochran",57.366,794.752,273.419,297.845,540.846,443.804,293.487,189.672,454.976,337.195,137.899,221.348,286.118,451.117,259.359,269.634,77.028,237.154,466.052,144.785,435.927,862.747,849.282,264.254,733.041,335.79,252.2,92.896,205.035,486.693,140.421,411.453,484.986,468.008,915.96,168.244,328.266,714.459,62.471,0,372.962,436.459,397.108,1137.367,116.641,235.884,368.399,468.829,458.996,278.794,730.037,750.77,174.91,130.761,947.798,1033.391,345.117,256.284,949.515,468.118,409.689,178.742,706.742,915.96,805.817,398.224,436.28,461.764,478.696,1142.046,315.249,239.955,178.626,224.177,86.711,605.669,411.556,671.806,94.105,134.374,196.045,322.83,830.416,175.331,718.715,366.091,632.542,239.34,160.757,422.278,445.863,352.528,567.713,786.549,859.95,405.209,315.05,993.77,668.98,175.534,214.517,207.807,1010.429,607.234,201.791,329.812,307.045,570.723,269.947,35.874,466.226,394.364,94.742,307.088,1000.593,382.013,937.71,615.435,464.795,389.155,274.154,899.73,397.686,509.008,380.222,825.26,341.18,263.813,330.867,305.322,269.062,888.875,359.834,438.188,1059.855,453.726,342.748,671.738,192.08,288.316,846.109,274.558,258.312,892.034,149.269,161.218,198.721,928.592,250.05,300.898,499.377,784.414,757.597,112.546,219.392,261.05,356.525,168.681,396.259,79.732,222.614,377.784,358.572,486.721,776.739,338.946,459.577,453.578,483.26,77.758,323.527,430,779.853,262.016,248.624,298.618,544.678,342.021,960.384,183.846,272.233,465.921,377.302,382.601,932.979,841.13,1156.133,900.189,1000.623,359.86,926.54,162.502,415.736,465.804,841.13,267.162,1156.85,266.765,376.246,484.294,246.132,252.867,322.679,93.695,343.862,333.641,561.255,320.811,502.087,52.131,445.863,206.492,336.787,573.316,480.193,581.226,282.515,111.136,874.311,377.617,168.452,374.037,251.278,554.966,429.818,510.744,185.968,146.561,304.854,381.698,128.438,390.011,565.964,321.012,197.746,112.574,27.225,251.753,57.503,471.347,94.846,831.745,541.46,621.596,493.968,88.899,757.728,238.543,326.74,356.887,153.424,221.596,587.334,275.328
"Coke",315.373,724.735,162.392,683.07,376.409,898.524,624.195,461.923,101.388,648.922,418.499,300.148,684.327,138.313,586.96,538.529,449.893,316.819,301.615,475.583,294.58,953.481,684.845,596.334,663.024,231.417,475.678,335.147,590.26,416.676,329.709,48.656,126.339,172.128,761.52,406.577,505.619,550.022,345.147,372.864,0,457.068,150.184,1174.995,428.586,548.784,400.674,549.675,210.463,358.459,565.6,771.249,199.642,414.297,985.426,868.954,158.591,201.036,809.329,69.678,215.134,612.176,608.66,761.52,641.38,793.22,360.499,130.682,699.739,1179.674,194.193,308.867,276.831,619.852,420.952,535.652,93.599,507.369,436.292,264.415,213.426,699.213,760.399,467.809,648.698,584.263,667.035,667.897,558.224,162.215,156.313,97.246,497.696,716.532,712.586,139.47,354.523,829.333,504.543,356.61,329.687,308.699,845.992,465.887,486.113,294.587,141.714,973.865,246.444,386.626,271.671,34.897,387.22,211.049,1038.221,693.74,773.273,620.291,316.532,102.369,304.803,962.72,131.947,842.019,781.156,755.243,52.827,634.797,114.965,617.049,633.252,926.503,671.561,623.554,895.418,782.36,143.001,507.301,577.305,673.541,776.092,440.344,587.952,727.597,224.692,368.794,232.598,725.728,564.728,524.069,351.114,714.397,687.58,260.19,557.07,266.792,573.85,539.762,139.016,312.986,299.034,710.795,670.299,581.936,689.321,281.578,159.212,387.534,265.086,345.791,654.235,73.138,615.416,205.2,179.732,330.684,517.93,802.247,795.947,190.85,413.661,324.574,170.929,141.981,862.962,841.481,1193.761,735.752,1092.727,33.907,762.103,278.469,744.37,98.17,841.481,652.387,1194.478,378.346,124.532,517.592,145.007,444.942,254.014,316.614,770.83,445.672,649.069,126.349,432.07,401.154,156.313,361.191,279.326,976.458,394.764,619.116,560.249,294.481,709.874,190.985,416.593,97.883,407.865,413.619,63.953,575.717,347.106,245.582,72.979,62.464,517.225,718.645,968.355,71.409,588.649,278.374,377.977,154.935,343.059,802.055,480.602,667.308,377.023,457.159,948.688,305.578,687.711,169.95,92.001,16.074,504.298,173.646,918.042,254.513
"Coleman",416.004,338.738,542.634,518.119,238.222,632.625,332.848,271.425,404.037,273.01,320.302,246.834,481.129,400.178,310.843,252.483,404.588,232.244,279.978,546.927,177.528,484.867,465.965,324.282,277.027,266.078,197.164,335.833,522.635,66.445,287.846,506.28,434.047,596.74,459.946,589.248,152.019,333.859,387.14,437.528,459.073,0,334.606,759.04,342.696,332.963,88.997,89.533,350.888,201.1,282.893,327.155,411.51,551.765,569.471,645.612,301.873,302.778,493.501,432.346,306.887,426.781,276.082,459.946,422.5,527.321,100.061,410.825,256.939,763.719,314.309,237.528,268.395,475.028,368.883,175.009,375.784,271.107,498.162,324.03,332.83,433.314,374.402,596.335,262.701,199.077,216.855,459.084,372.829,595.873,394.924,506.095,127.462,330.535,403.936,579.134,142.556,610.453,306.393,575.683,232.921,257.914,622.65,173.152,293.153,576.261,521.952,707.966,257.21,456.878,358.118,428.23,515.746,331.165,622.266,242.505,554.393,160.149,225.353,551.841,579.678,521.85,571.611,576.12,515.257,369.246,415.461,399.385,353.306,260.121,408.501,510.548,233.389,180.754,672.076,380.707,323.386,225.259,509.731,585.167,390.095,161.704,316.043,508.717,358.086,582.222,302.166,545.275,322.251,170.775,201.825,328.4,301.583,407.482,339.125,538.677,131.05,557.314,340.846,372.635,247.345,444.896,273.812,139.136,303.324,572.159,408.638,81.584,297.185,444.622,375.404,516.71,320.689,497.678,384.979,604.142,108.218,536.348,577.067,420.446,693.237,169.516,574.09,336.111,476.965,425.526,777.806,523.103,622.743,405.27,494.734,285.002,278.998,522.812,425.526,532.645,778.523,629.906,340.474,57.45,525.249,673.871,634.252,463.906,504.931,126.408,188.927,354.448,106.885,390.6,394.924,244.153,193.21,725.087,127.904,165.539,222.861,335.815,443.516,284.738,272.273,351.616,672.282,160.694,488.565,115.575,268.865,454.257,458.68,503.466,331.847,342.606,702.456,397.365,472.068,450.233,448.229,446.537,414.922,523.224,483.229,448.428,279.647,282.076,682.789,362.796,301.714,417.81,392.748,452.454,417.589,428.465,639.211,526.398
"Collin",339.999,600.104,283.824,622.619,202.596,801.121,526.792,364.52,77.965,551.519,408.277,202.745,586.924,85.063,489.557,441.126,433.456,219.416,127.802,525.252,169.949,828.85,511.032,498.931,538.393,106.394,378.275,330.627,639.929,292.045,282.638,197.413,107.975,287.873,587.707,508.778,362.246,376.209,365.083,397.49,150.206,332.437,0,1050.364,430.671,451.381,276.043,425.044,83.688,261.056,391.787,646.618,303.57,463.966,860.795,695.141,53.468,175.937,635.516,133.367,35.94,514.773,434.847,587.707,467.567,695.817,235.868,84.753,575.108,1055.043,96.79,211.464,239.998,585.674,396.923,411.021,56.892,333.556,485.961,289.098,218.984,601.81,635.768,517.478,524.067,486.86,542.404,570.494,460.821,337.063,58.903,247.285,373.065,536.173,538.773,320.324,245.486,655.52,330.73,453.017,232.284,211.296,672.179,299.46,388.71,416.015,263.142,876.462,149.041,411.252,90.918,119.363,436.889,113.646,913.59,596.337,599.46,495.66,142.719,293.031,426.235,838.089,312.801,744.616,683.753,630.612,156.651,537.394,106.071,519.646,535.849,801.872,574.158,498.923,721.605,684.957,76.151,333.488,626.974,651.056,592.26,342.941,490.549,553.784,250.146,457.333,207.483,601.126,467.325,389.614,177.301,589.766,562.949,284.816,459.667,388.224,449.219,589.431,17.041,346.24,201.631,613.392,572.896,457.305,564.69,403.006,72.611,262.903,123.004,370.417,556.832,207.843,441.603,329.611,154.617,452.116,393.299,704.844,622.134,285.314,554.043,199.943,315.28,32.11,679.13,716.85,1069.13,561.939,968.096,114.997,588.29,255.776,597.167,194.387,716.85,612.809,1069.847,521.966,66.045,392.961,266.439,593.401,375.442,341.24,673.427,336.635,524.438,107.213,307.439,425.78,58.903,263.788,170.289,879.055,270.133,494.485,462.846,306.589,536.061,62.145,319.19,93.774,533.088,247.192,179.698,451.086,249.703,346.317,199.87,244.656,419.822,621.242,870.952,138.555,560.06,327.567,402.603,215.63,367.685,704.652,530.271,493.495,203.21,283.346,851.285,338.832,563.08,187.448,133.938,159.212,505.581,198.103,820.639,375.945
"Collingsworth",1198.424,486.039,1258.675,1089.992,910.309,1204.498,904.721,922.47,1120.078,825.955,1032.632,1027.332,1053.002,1116.219,882.716,851.521,1065.175,1023.137,968.831,1212.696,893.569,350.06,859.926,896.155,560.355,982.119,868.368,1111.941,1118.807,759.005,1033.792,1222.321,1150.088,1312.781,592.094,1271.835,839.439,792.865,1159.034,1141.057,1175.114,789.174,1050.647,0,1055.026,904.836,873.546,714.994,1066.929,989.495,741.9,462.029,1249.973,1233.276,190.294,675.511,1017.914,1090.436,596.149,1148.387,1022.928,1026.843,661.51,592.094,794.027,1099.194,816.102,1126.866,698.188,9.182,1030.35,1007.962,1049.291,1046.901,1069.605,700.662,1091.825,863.42,1163.931,1089.06,1165.387,1005.187,431.913,1277.846,582.107,798.115,542.676,1030.957,996.968,1311.914,1110.965,1222.136,684.347,563.386,636.577,1295.175,927.105,801.361,898.706,1278.049,1014.428,1038.412,698.338,777.654,916.823,1390.866,1237.993,1279.839,1047.015,1188.721,1074.159,1144.271,1197.257,1047.206,137.061,781.215,786.127,600.305,914.206,1267.882,1410.689,317.495,1287.652,1147.993,1087.13,487.794,1131.502,971.258,1069.347,831.994,980.374,249.239,786.334,700.227,648.463,726.169,1039.427,817.572,1116.449,1157.04,573.592,869.341,887.916,741.497,1196.549,1263.733,1082.664,909.892,894.124,822.03,890.678,562.282,542.739,1231.219,910.998,1397.585,766.61,1223.083,1056.887,1156.353,1027.843,1016.769,826.757,689.929,487.158,1377.857,1124.679,794.039,986.038,1239.874,947.277,1232.751,692.184,1304.462,1101.02,1441.794,689.33,1108.221,852.654,1231.717,1375.824,885.557,1290.131,1052.152,518.56,332.079,23.572,703.329,404.076,1121.311,644.014,1065.898,798.452,1238.853,332.079,1104.518,24.27,1370.356,1056.515,703.044,1241.29,1356.458,1350.293,1234.753,1076.804,810.38,608.609,1070.489,778.972,1108.529,1110.965,994.323,932.691,1134.64,816.757,593.692,821.899,1071.428,676.157,1000.779,973.265,1067.657,1354.869,832.781,1204.606,646.283,1036.055,1292.72,1174.721,1219.507,1042.771,808.952,1274.329,1113.406,1072.62,1273.97,1171.264,1162.578,1162.203,934.749,1148.998,875.15,933.097,922.217,1254.662,1153.211,560.543,1133.851,1108.789,1168.495,1041.728,1144.506,1048.764,1350.796
"Colorado",147.879,640.313,345.907,258.096,553.923,404.055,203.26,77.284,492.904,253.821,25.511,230.463,212.603,489.045,169.132,148.407,65.763,235.011,479.129,208.102,369.899,779.373,862.359,174.027,578.817,348.867,158.689,91.125,202.226,394.422,122.41,473.351,522.914,548.56,802.895,267.241,215.878,727.536,119.367,116.499,434.86,342.948,430.766,1053.993,0,153.683,295.007,356.441,474.02,245.986,625.19,667.396,247.398,228.682,864.424,988.561,381.412,286.407,836.45,512.91,430.019,115.13,618.379,802.895,818.894,329.755,367.603,499.692,395.322,1058.672,335.524,249.787,181.73,181.64,30.058,517.306,456.348,684.883,159.337,164.769,241.41,232.603,676.192,273.252,605.65,194.141,520.154,165.825,75.231,502.12,483.791,446.225,469.759,673.484,746.885,485.051,254.346,1006.847,682.057,273.455,199.269,241.25,965.599,515.449,89.403,461.753,386.887,510.4,283.024,150.208,481.25,508.794,192.663,332.044,917.219,298.639,950.787,436.461,477.872,491.971,406.095,816.356,477.528,418.781,317.691,691.735,479.615,173.586,417.46,221.948,178.835,805.501,276.46,354.814,1015.025,363.499,387.54,567.556,183.272,248.567,733.044,181.047,168.085,905.111,211.167,259.139,222.139,941.669,169.627,188.51,512.454,671.349,644.532,185.034,129.165,392.991,244.137,218.489,434.187,135.537,230.974,287.557,275.198,304.976,579.58,408.047,497.505,372.988,496.337,175.221,233.3,597.274,662.986,334.504,280.953,437.2,451.167,302.272,973.461,256.334,371.23,391.074,449.79,420.529,819.914,757.756,1072.759,913.266,917.249,480.559,837.683,178.695,325.509,603.376,757.756,227.413,1073.476,365.762,421.038,385.934,318.62,351.864,390.356,184.208,271.168,240.13,386.533,379.221,422.997,68.862,483.791,138.539,334.644,512.993,413.475,468.838,170.127,138.086,786.465,402.947,79.805,418.829,350.275,472.569,569.129,398.356,155.179,237.074,366.752,443.596,14.485,299.784,504.89,382.91,155.209,203.087,141.559,313.651,122.536,381.12,144.404,844.822,554.537,634.673,454.219,132.395,644.663,300.441,456.902,418.785,89.812,283.494,497.107,407.269
"Comal",293.937,626.504,484.186,238.663,574.636,353.169,78.84,89.359,513.617,103.567,131.452,251.176,201.673,509.758,41.605,69.188,160.688,255.724,499.842,308.209,387.608,629.119,818.322,50.979,540.329,369.58,176.398,210.761,242.287,397.313,204.107,607.557,543.627,698.017,772.241,367.348,220.77,686.216,253.721,236.57,548.837,331.519,451.479,903.739,153.846,0,312.716,338.468,494.733,266.699,635.25,517.142,365.667,328.789,714.17,957.907,402.125,307.12,805.796,533.623,450.732,146.433,602.277,772.241,758.846,247.865,385.312,520.405,245.068,908.418,356.237,270.5,254.845,183.143,165.118,484.867,477.061,623.464,259.444,251.125,336.879,153.858,637.704,373.359,574.996,132.463,495.44,167.963,92.481,680.74,504.504,590.962,468.552,642.83,716.231,664.001,272.055,943.96,702.77,373.562,219.982,261.963,934.945,525.509,70.866,561.86,504.337,428.51,303.737,284.234,501.963,529.507,292.77,352.757,766.965,148.385,887.9,381.807,498.585,636.708,506.202,666.102,656.478,296.664,235.801,653.247,500.328,119.929,438.173,71.694,129.045,655.247,126.206,204.56,984.371,237.005,408.253,577.616,229.383,263.848,702.39,198.756,42.597,873.821,312.243,359.246,306.215,897.632,19.373,193.402,533.167,640.695,613.878,304.67,15.422,493.098,200.744,318.596,454.9,255.173,251.687,165.44,124.944,253.093,543.111,570.994,518.218,390.697,517.05,335.387,108.88,617.987,646.884,452.773,354.868,537.307,420.513,256.892,929.424,374.603,471.337,408.783,658.957,441.242,789.26,607.502,922.505,835.398,766.995,501.272,807.029,271.452,199.015,624.089,607.502,210.278,923.222,465.869,441.751,347.446,457.835,451.971,554.727,330.266,225.475,246.382,327.627,399.934,437.753,204.042,504.504,199.877,355.357,431.103,431.184,430.35,102.391,237.601,755.811,423.66,146.258,439.542,450.382,491.562,589.842,359.868,241.609,416.577,456.424,588.333,142.997,173.29,423,482.232,191.72,388.843,266.777,409.85,256.89,256.7,244.511,800.785,575.25,655.386,403.333,252.031,614.009,362.106,477.615,537.321,137.241,368.919,372.687,507.376
"Comanche",339.111,423.103,401.203,480.739,231.54,636.65,336.873,223.481,347.992,282.557,272.358,167.9,445.044,344.133,314.868,228.322,356.644,154.603,228.299,498.983,107.425,564.234,524.976,328.307,361.392,165.625,149.22,258.94,474.691,108.153,210.953,450.235,378.002,540.695,544.311,516.237,114.827,392.87,310.247,370.105,403.028,88.982,278.561,873.363,294.752,312.383,0,157.662,294.843,115.948,341.904,406.522,347.302,478.754,683.794,729.977,245.828,216.824,577.866,376.301,250.842,378.837,335.093,544.311,481.511,531.346,72.596,354.78,290.181,878.042,205.321,148.53,191.502,449.738,320.939,234.02,319.739,303.931,442.098,247.137,253.896,437.339,458.767,523.324,347.066,203.528,302.19,434.558,324.885,539.828,338.879,450.05,196.064,414.9,488.301,523.089,53.558,669.464,339.217,496.749,156.028,178.98,707.015,232.163,245.209,512.053,465.907,711.991,168.212,383.867,302.073,372.185,442.735,219.142,736.589,265.13,613.404,239.516,173.675,495.796,515.47,601.217,515.566,580.145,519.282,453.611,359.416,385.062,297.261,264.146,399.913,624.871,242.936,213.996,756.441,413.949,267.341,284.27,461.787,515.12,474.46,113.76,320.068,567.728,293.878,509.211,223.232,604.286,328.327,142.195,186.08,412.765,385.948,328.548,320.669,474.469,164.292,509.37,284.801,295.742,168.411,448.921,283.359,172.378,387.689,507.951,352.593,80.42,245.506,367.729,379.429,460.665,379.7,418.744,249.162,539.934,197.201,540.373,636.078,356.238,620.226,113.461,518.045,280.066,561.33,539.849,892.129,607.468,702.11,349.225,579.099,208.109,312.24,466.767,539.849,476.873,892.846,565.698,284.429,136.817,374.852,600.86,478.08,384.972,508.956,89.216,252.591,298.403,130.429,342.656,338.879,167.26,104.212,729.112,120.907,250.874,226.886,258.922,527.881,228.693,224.329,295.571,599.271,180.001,432.52,194.942,191.972,390.049,402.635,447.421,283.903,375.848,706.481,341.32,424.124,371.299,375.218,310.72,338.029,527.249,435.285,507.439,262.644,301.383,686.814,285.903,386.079,278.83,336.703,396.409,369.645,285.643,643.236,462.19
"Concho",460.977,309.301,521.782,525.062,308.557,639.568,339.791,287.424,494.341,261.025,334.613,288.479,488.072,490.482,317.786,249.668,500.245,273.889,367.079,561.238,267.832,439.025,502.958,331.225,247.805,356.382,214.298,379.259,553.877,152.152,331.272,596.584,524.351,687.044,456.877,620.377,163.392,370.852,430.566,469.635,549.377,89.475,424.91,713.645,357.007,339.906,157.603,0,441.192,242.745,319.886,281.313,453.155,581.818,524.076,642.543,392.177,344.423,490.432,522.65,397.191,461.913,286.913,456.877,443.482,534.264,190.365,501.129,211.463,718.324,404.613,288.479,310.04,481.971,383.194,169.503,466.088,308.1,512.473,365.675,374.475,440.257,345.18,626.388,259.632,196.262,189.142,466.027,432.038,686.177,485.228,596.399,153.188,327.466,400.867,669.438,198.574,628.596,343.386,617.328,274.566,299.559,619.581,210.145,295.069,617.906,612.256,714.909,313.228,493.208,448.422,518.534,545.799,421.469,576.871,216.285,572.536,114.307,312.454,642.145,621.323,476.008,661.915,583.063,522.2,366.177,505.765,406.328,443.61,267.064,415.444,465.153,221.404,135.278,669.007,335.231,413.69,262.252,551.519,592.11,387.026,198.034,322.986,558.457,399.731,612.275,343.811,582.268,329.194,167.96,288.926,325.331,298.514,449.127,346.068,580.322,128.235,571.625,431.15,417.608,288.99,451.839,261.827,85.383,248.568,613.804,498.942,171.888,384.286,489.595,382.347,607.014,331.52,539.323,392.171,645.787,105.149,543.291,614.06,462.091,724.366,259.82,664.394,426.415,473.896,397.813,732.411,520.034,576.901,495.574,491.665,326.647,233.522,613.116,397.813,539.588,733.128,718.898,430.778,32.082,495.431,705,596.113,478.83,511.874,139.073,141.414,444.752,177.22,421.998,485.228,291.803,261.816,732.03,215.005,137.826,220.046,380.788,440.447,375.042,308.603,441.92,703.411,231.029,578.869,69.733,310.51,495.902,548.984,593.77,346.158,297.13,709.399,487.669,507.69,491.878,484.559,447.153,459.895,530.167,497.54,485.421,365.588,354.708,689.732,407.769,298.645,399.409,483.052,542.758,476.798,406.222,646.154,568.043
"Cooke",401.991,616.272,351.21,666.011,151.484,844.513,570.184,407.912,109.508,594.911,451.669,246.137,630.316,72.21,532.949,484.518,476.848,262.808,75.555,587.244,186.117,845.018,497.972,542.323,554.561,127.482,375.104,374.019,654.019,308.213,326.03,255.039,117.496,329.589,521.411,570.77,407.038,309.913,408.475,459.482,210.354,348.605,85.051,1066.532,474.063,494.773,292.211,441.212,0,304.448,325.491,662.786,365.562,525.958,876.963,628.845,115.46,235.799,569.22,164.91,54.311,558.165,368.551,521.411,401.271,739.209,252.036,86.685,591.276,1071.211,158.782,254.856,283.39,629.066,440.315,427.189,136.442,267.26,547.953,338.196,280.976,645.202,651.936,579.47,459.006,495.739,558.572,613.886,504.213,343.564,56.055,314.671,389.233,469.877,472.477,323.489,266.574,631.543,264.434,515.009,275.676,254.688,605.883,290.208,432.102,483.401,330.528,919.854,192.378,473.244,23.58,174.104,498.881,175.638,929.758,557.341,533.164,511.828,122.111,308.967,493.621,854.257,315.966,788.008,727.145,555.008,224.037,580.786,168.941,563.038,579.241,818.04,535.147,515.091,655.309,728.349,139.021,267.192,596.046,694.448,525.964,339.644,533.941,487.488,312.138,519.325,269.475,519.456,510.717,434.406,156.693,469.897,498.274,346.808,503.059,455.61,465.387,651.423,118.677,386.801,245.023,656.784,616.288,473.473,580.858,470.392,61.659,279.071,58.348,432.409,600.224,265.469,375.307,396.997,216.609,519.502,409.467,748.236,596.888,347.306,616.035,216.111,382.666,118.754,612.834,733.018,1085.298,495.643,984.264,183.22,521.994,299.168,613.335,203.908,733.018,656.201,1086.015,583.958,138.18,409.129,333.825,655.393,442.828,403.232,716.819,381.427,540.606,170.083,257.666,454.37,56.055,307.18,191.377,922.447,219.554,510.653,458.153,349.981,469.765,112.806,362.582,161.16,595.08,226.584,236.498,467.254,293.095,408.309,267.256,312.042,463.214,664.634,914.344,205.941,603.452,389.559,464.595,278.5,429.677,748.044,592.263,480.435,136.914,217.05,894.677,376.962,499.735,249.44,201.324,219.36,548.973,260.095,864.031,443.331
