"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Meriwether",142.098,300.556,224.295,266.461,179.939,160.79,130.383,96.916,168.38,267.024,59.655,103.402,181.412,123.085,232.701,219.444,142.331,156.685,261.217,405.547,166.862,230.049,313.624,323.089,281.697,166.041,255.564,210.462,111.534,295.67,233.833,266.729,177.162,241.233,310.858,159.023,263.473,206.367,102.415,164.171,369.402,230.479,144.734,144.734,131.526,150.148,230.406,209.629,314.86,338.036,264.925,144.788,132.386,159.023,300.613,134.549,181.806,82.967,235.043,151.222,276.348,91.556,373.591,38.517,308.141,113.563,136.27,234.274,219.049,51.372,138.165,195.812,175.504,103.889,99.795,265.501,236.89,71.63,247.196,184.578,144.311,149.532,203.33,327.831,184.479,240.791,86.5,220.107,51.152,152.673,261.928,303.549,226.725,65.464,63.197,71.793,106.341,307.188,0,310.858,80.149,107.59,296.402,280.973,288.096,219.925,266.461,55.371,150.37,201.81,102.989,247.196,264.868,123.208,265.604,198.109,188.235,306.515,233.833,254.973,171.562,161.575,251.77,263.04,332.913,144.075,92.06,67.131,197.586,156.978,84.132,203.594,136.369,142.041,66.47,300.957,228.036,180.708,159.583,131.448,249.283,193.303,62.985,261.147,127.218,254.851,107.59,267.228,260.744,104.807,204.102,208.585,137.772,230.718,240.131,157.376,104.807,45.307,190.808
"Miller",439.122,306.192,253.255,45.061,454.337,450.825,409.644,326.319,321.658,161.261,251.013,212.818,155.724,302.258,396.484,383.227,393.471,371.587,433.481,343.743,420.366,294.823,485.888,312.107,445.48,332.108,545.58,382.782,407.795,63.838,502.892,208.544,128.966,270.517,0,456.047,140.81,271.831,399.439,143.645,541.666,85.607,340.969,340.969,227.21,165.179,418.511,211.815,33.113,198.041,428.708,441.812,328.728,456.047,472.933,309.295,347.873,279.247,260.291,329.842,448.668,388.207,349.829,283.442,74.468,426.146,381.021,406.538,417.14,338.592,263.614,202.191,504.768,220.762,332.08,247.12,171.447,314.013,419.516,248.932,427.648,383.475,401.421,398.953,131.663,404.574,266.444,96.57,351.752,449.697,339.926,168.948,103.314,250.362,360.188,281.762,393.561,371.982,310.697,0,377.598,393.869,460.185,48.763,460.36,159.984,45.061,335.209,160.704,367.89,223.075,419.516,272.161,264.745,350.44,361.892,151.063,141.352,502.892,71.755,468.586,335.285,106.83,301.426,22.512,166.402,389.084,334.105,116.681,189.784,381.156,305.602,185.376,233.138,267.467,97.792,140.138,294.895,250.68,295.231,227.537,133.032,263.579,96.959,230.048,74.418,393.869,257.049,433.008,401.831,402.193,115.459,248.448,402.982,240.516,191.583,401.831,299.168,139.086
"Mitchell",69.566,276.975,217.122,334.509,193.703,174.554,158.193,54.668,214.45,268.275,126.296,126.537,249.46,179.784,189.474,139.67,74.74,103.107,307.287,362.32,182.929,276.119,359.694,305.618,238.47,212.111,229.809,256.532,126.897,363.718,247.597,271.105,245.21,226.496,378.906,86.491,331.521,252.437,103.639,232.219,415.472,298.527,190.804,190.804,139.164,218.196,276.476,214.005,382.908,310.963,182.972,118.891,88.674,86.491,346.683,223.9,227.876,164.167,281.113,197.292,322.418,10.608,330.364,93.854,376.189,141.373,182.34,280.344,194.824,28.776,194.864,328.683,148.407,171.937,178.197,311.571,223.568,128.329,293.266,171.46,160.378,95.954,249.4,284.604,252.527,197.564,90.906,288.155,56.459,80.141,212.641,371.597,294.773,133.512,109.306,127.13,40.565,263.961,91.301,378.906,0,153.66,253.175,349.021,334.166,287.973,334.509,61.475,218.418,247.88,171.037,293.266,245.036,203.292,311.674,154.882,256.283,374.563,247.597,323.021,99.03,207.645,319.818,240.889,400.961,212.123,96.381,123.83,265.634,225.026,52.097,154.307,204.417,146.417,121.807,369.005,296.084,137.458,162.061,107.519,295.353,261.351,114.595,329.195,207.302,322.899,153.66,260.055,306.814,69.124,250.172,276.633,146.78,276.788,286.201,173.592,69.124,85.025,258.856
"Monroe",165.49,405.074,328.813,336.68,104.465,85.316,23.535,206.174,90.919,337.243,122.333,181.253,220.889,120.587,337.219,313.281,230.127,278.028,183.9,510.065,54.371,152.588,236.307,470.224,386.215,88.58,178.467,133.145,43.901,359.168,158.359,397.083,247.381,345.751,395.548,182.415,333.692,128.906,62.001,234.39,292.085,333.387,67.273,67.273,209.125,220.367,101.925,304.385,373.365,408.255,351.551,96.347,239.439,182.415,223.296,100.369,104.345,103.757,157.582,73.761,199.031,153.045,478.109,128.199,378.36,25.747,34.955,156.957,68.062,121.367,142.254,205.152,107.871,174.108,63.228,188.04,307.109,76.843,169.879,289.096,50.546,266.17,71.051,432.349,254.698,345.309,181.256,290.326,94.719,136.678,366.446,373.768,292.942,128.142,35.98,149.39,147.039,411.706,99.187,395.548,153.777,0,400.92,358.223,210.779,238.441,336.68,148.73,195.573,124.349,173.208,169.879,369.386,146.137,188.143,302.627,226.986,376.734,158.359,324.699,194.954,84.114,321.989,367.558,416.218,214.294,72.596,52.788,267.805,187.873,107.524,308.112,174.76,236.797,128.34,371.176,298.255,285.226,254.339,235.966,171.822,263.522,151.488,318.526,140.158,325.07,0,371.746,183.427,107.789,71.823,305.296,232.528,153.401,162.67,250.801,107.789,140.063,261.027
"Montgomery",264.527,144.708,167.358,421.029,530.327,427.084,397.225,198.13,420.25,293.663,281.607,247.086,403.795,385.196,71.47,103.647,184.852,158.538,523.793,152.723,496.356,492.402,576.2,188.824,19.947,428.394,527.929,473.038,377.828,458.533,578.882,238.298,331.707,160.18,465.426,244.454,303.785,453.394,347.192,318.739,631.978,385.024,418.949,418.949,241.795,304.693,499.79,204.444,469.428,293.033,70.8,350.062,156.534,244.454,563.189,396.627,444.159,318.502,482.07,413.394,538.924,245.038,120.767,276.162,387.74,380.405,457.011,496.85,493.13,277.889,390.147,418.195,379.578,282.105,371.335,448.678,244.574,353.268,509.772,164.272,410.605,151.643,477.411,75.007,339.024,63.955,202.578,374.675,305.572,301.383,85.217,294.741,408.977,287.847,347.825,253.074,260.523,54.364,289.471,465.426,246.577,406.686,0,435.541,550.672,442.308,421.029,236.922,323.165,464.163,299.263,509.772,153.615,357.627,527.957,110.631,361.03,322.555,578.882,420.237,237.778,423.928,356.364,123.737,487.481,316.87,339.934,361.035,364.814,379.361,295.65,120.972,358.752,223.927,277.1,363.468,310.769,151.054,223.898,169.057,429.094,328.957,252.311,436.123,361.637,409.419,406.686,194.56,523.32,303.676,478.183,380.521,208.617,493.294,423.885,276.223,303.676,244.654,345.376
"Morgan",409.236,283.418,230.481,42.092,417.003,413.491,372.31,296.433,284.324,156.682,221.127,182.932,107.067,264.924,366.598,353.341,363.585,341.701,396.147,320.969,383.032,257.489,448.554,289.333,415.594,294.774,508.246,345.448,409.709,45.692,465.558,216.192,90.244,247.743,48.763,426.161,141.661,234.497,369.553,113.759,504.332,36.95,303.635,303.635,197.324,117.257,381.177,189.041,42.371,205.031,398.822,411.926,298.842,426.161,435.599,271.961,310.539,209.633,222.957,292.508,411.334,358.321,327.055,253.556,98.288,388.812,343.687,369.204,379.806,308.706,226.28,164.857,467.434,190.876,302.194,209.786,148.673,284.127,382.182,226.158,390.314,353.589,364.087,376.179,88.182,374.688,236.558,64.897,321.866,419.811,317.152,175.938,72.252,220.476,330.302,251.876,363.675,349.208,280.811,48.763,347.712,356.535,430.299,0,423.026,122.65,42.092,305.323,112.047,330.556,150.189,382.182,249.387,206.975,313.106,332.006,102.406,148.342,465.558,40.693,438.7,297.951,99.084,278.652,70.827,117.745,359.198,304.219,68.024,141.127,351.27,282.828,136.719,203.252,237.581,111.781,117.364,265.009,220.794,265.345,190.203,110.258,233.693,65.897,181.391,34.139,356.535,234.275,395.674,371.945,364.859,66.802,218.562,365.648,203.182,161.697,371.945,269.282,116.312
"Murray",346.492,555.865,479.604,467.666,160.415,166.834,196.755,387.176,145.191,468.229,273.163,332.044,353.958,198.688,488.01,474.753,411.129,459.03,40.054,660.856,137.88,202.757,43.273,601.21,537.006,129.777,207.09,100.751,234.154,425.493,171.01,528.069,378.367,496.542,461.873,363.417,464.678,195.231,252.254,365.376,99.051,399.712,145.522,145.522,359.916,351.353,97.127,467.311,439.69,539.241,520.234,286.6,420.254,363.417,66.352,176.136,135.685,234.76,223.907,138.708,40.135,334.047,628.9,301.861,509.346,213.257,168.132,65.902,127.299,302.369,208.579,271.477,291.879,305.094,186.352,254.365,438.095,217.683,55.12,439.887,214.759,447.172,132.651,583.14,385.684,496.1,357.97,421.312,275.721,357.067,517.237,504.754,359.267,271.481,233.292,300.181,328.041,562.497,288.731,461.873,334.779,211.97,551.711,424.548,0,304.766,467.666,338.274,351.575,106.303,304.194,55.12,520.177,215.057,110.878,453.418,364.442,507.72,171.01,391.024,375.956,134.456,452.975,518.349,482.543,345.28,262.849,215.225,375.26,278.04,288.526,458.903,301.501,399.723,285.886,502.162,429.241,436.017,417.265,386.757,238.147,394.508,310.097,384.851,261.155,435.399,211.97,546.152,60.166,319.781,133.409,371.621,395.454,57.375,228.995,381.787,319.781,317.587,392.013
"Muscogee",372.483,367.52,314.583,165.183,297.984,294.472,253.291,278.656,165.305,240.784,159.264,180.296,52.617,145.905,348.821,335.564,345.808,323.924,277.128,405.071,264.013,138.47,329.535,373.435,397.817,175.755,389.227,226.429,290.69,124.152,346.539,300.294,124.513,331.845,160.532,389.408,237.233,115.478,308.79,145.391,385.313,98.371,184.616,184.616,191.788,137.612,262.158,267.388,138.349,311.796,381.045,343.136,281.065,389.408,316.58,152.942,191.52,140.034,103.938,173.489,292.315,360.038,411.157,191.693,221.98,269.793,224.668,250.185,260.787,246.843,107.261,45.838,348.415,137.473,196.83,90.767,227.02,152.393,263.163,262.442,271.295,335.812,245.068,443.951,112.345,356.911,218.781,129.054,301.712,383.058,378.048,277.309,57.926,158.613,259.283,190.013,354.032,423.308,218.948,160.532,285.849,237.516,412.522,123.207,304.007,0,165.183,243.46,101.548,211.537,117.252,263.163,333.489,108.392,194.087,314.229,63.101,253.036,346.539,89.683,401.947,178.932,190.035,362.754,181.202,107.259,322.472,172.485,106.874,55.925,314.517,319.714,81.056,223.226,175.718,233.364,201.466,296.828,240.768,247.568,71.184,181.704,180.29,83.51,90.452,134.058,237.516,318.377,276.655,345.772,245.84,70.28,238.536,246.629,84.163,191.723,345.772,207.419,169.696
"Newton",394.717,264.024,211.087,0,446.667,443.155,401.974,281.914,336.59,119.093,206.608,168.413,149.067,254.39,352.079,338.822,349.066,327.182,440.133,301.575,412.696,299.489,492.54,269.939,401.075,344.734,537.91,389.378,363.39,87.8,495.222,166.376,84.561,228.349,45.06,411.642,98.642,276.497,355.034,99.24,548.318,70.693,335.289,335.289,182.805,120.774,416.13,169.647,64.575,165.414,384.303,397.407,284.323,411.642,479.529,312.967,360.499,234.842,264.957,329.734,455.264,343.802,307.661,239.037,58.671,365.419,373.351,413.19,409.47,294.187,268.28,206.857,427.36,176.357,287.675,251.786,129.279,269.608,426.112,206.764,419.978,339.07,393.751,356.785,87.258,360.169,222.039,52.165,307.347,405.292,297.758,136.321,114.36,205.957,315.783,237.357,349.156,329.814,266.292,45.06,333.193,336.752,415.78,42.108,467.012,164.65,0,290.804,126.738,380.503,178.67,426.112,229.993,222.996,355.106,317.487,126.477,108.725,495.222,82.801,424.181,340.268,64.662,259.258,67.115,132.436,344.679,289.7,78.902,180.601,336.751,263.434,152.74,188.733,223.062,72.164,97.97,250.49,206.275,250.826,232.203,90.864,219.174,108.005,197.412,26.233,336.752,214.881,439.66,357.426,394.523,108.802,204.043,409.634,245.182,147.178,357.426,254.763,96.918
"Oconee",122.741,241.477,172.92,292.143,232.373,213.224,183.365,61.862,223.549,219.28,83.93,77.542,207.094,188.495,173.729,132.273,104.915,111.117,310.761,346.575,219.296,279.593,363.168,271.714,222.725,215.585,307.998,260.006,163.968,321.352,286.267,222.11,202.844,189.858,336.54,139.13,289.155,256.693,142.284,189.853,418.946,256.161,194.278,194.278,90.169,175.83,279.95,165.01,340.542,261.968,205.953,184.842,72.871,139.13,350.157,199.926,231.35,121.801,285.369,200.766,325.892,72.083,314.619,57.925,333.823,166.545,185.814,283.818,268.593,63.951,193.446,221.494,211.496,102.172,174.634,251.977,174.573,130.18,296.74,133.203,196.745,114.478,252.874,268.859,210.161,181.819,41.911,245.789,91.099,142.867,202.956,329.231,252.407,91.146,112.741,75.516,103.291,248.216,55.372,336.54,61.474,157.134,237.43,306.655,337.64,245.607,292.143,0,176.052,251.354,128.671,296.74,209.538,160.926,315.148,139.137,213.917,332.197,286.267,280.655,134.546,211.119,277.452,205.391,358.595,169.757,131.929,125.681,223.268,182.66,102.295,144.622,162.051,97.422,79.441,326.639,205.882,121.736,116.513,72.453,232.393,218.985,65.6,286.829,164.936,280.533,157.134,215.853,310.288,131.85,253.646,234.267,93.153,280.262,227.184,124.597,131.85,36.03,216.49
"Oglethorpe",279.059,285.316,205.373,126.5,331.009,327.497,286.316,201.882,220.932,158.25,90.95,76.431,58.057,143.571,272.047,258.79,269.034,247.15,324.475,322.867,297.038,213.58,376.882,291.231,321.043,229.076,422.252,273.72,222.488,145.869,379.564,218.09,49.708,222.635,160.38,295.984,154.699,165.188,239.376,51.185,432.66,75.096,219.631,219.631,90.823,36.839,300.472,168.484,152.963,229.262,304.271,281.749,204.291,295.984,363.871,154.712,244.841,91.801,179.048,214.076,339.606,228.144,297.061,123.379,178.383,224.517,257.693,297.532,293.812,178.529,147.968,115.41,286.458,60.699,172.017,188.062,128.116,153.95,310.454,161.477,304.32,259.038,278.093,367.177,41.36,280.137,142.007,74.638,191.689,289.634,253.002,194.775,87.24,90.299,174.881,121.699,233.498,346.534,150.634,160.38,217.535,195.85,335.748,111.796,351.354,100.926,126.5,175.146,0,264.845,37.883,310.454,251.285,114.885,328.639,237.455,38.434,197.741,379.564,105.172,308.523,224.61,142.996,239.939,182.444,6.294,229.021,174.042,47.797,76.576,221.093,242.94,43.72,122.261,107.404,189.767,119.262,220.054,139.803,170.794,168.479,84.529,103.516,114.386,89.301,109.846,195.85,236.173,324.002,241.768,278.865,58.784,137.571,293.976,181.458,97.203,241.768,139.105,82.034
"Paulding",259.789,468.874,392.613,373.671,170.438,166.926,125.745,300.473,52.338,381.238,186.172,245.053,261.105,105.835,401.019,387.762,324.426,372.327,84.502,573.865,136.467,51.188,136.909,514.219,450.015,47.17,261.681,44.045,163.144,332.64,218.993,441.078,291.376,409.551,369.02,276.714,377.687,102.378,181.244,278.385,192.687,306.859,63.515,63.515,272.925,264.362,123.996,380.32,346.837,452.25,433.243,215.59,333.263,276.714,142.054,83.283,28.346,147.769,88.255,51.864,117.789,247.344,541.909,214.87,422.355,142.247,97.122,57.559,133.241,215.666,115.726,178.624,220.869,218.103,99.361,106.368,351.104,130.692,96.764,352.896,143.749,360.469,117.522,496.149,298.693,409.109,270.979,334.321,189.018,270.364,430.246,417.763,266.414,184.49,146.589,213.19,241.338,475.506,202.028,369.02,248.076,124.822,464.72,331.695,111.381,211.913,373.671,251.571,264.584,0,217.203,96.764,433.186,128.066,44.957,366.427,271.589,420.729,218.993,298.171,289.253,50.347,365.984,431.358,389.69,258.289,191.839,128.522,315.362,185.187,201.823,371.912,214.51,312.732,198.895,415.171,342.25,349.026,330.274,299.766,145.294,307.517,223.106,291.998,174.164,342.546,124.822,459.161,84.029,233.078,118.294,278.768,308.463,54.003,136.142,294.796,233.078,230.596,305.022
"Peach",231.524,306.43,196.913,178.801,283.474,279.962,238.781,161.915,173.397,179.364,43.415,63.555,79.82,114.078,232.08,218.823,229.067,207.183,276.94,343.981,249.503,245.549,329.347,312.345,281.076,181.541,374.717,226.185,200.197,184.007,332.029,239.204,89.502,213.851,223.198,248.449,175.813,152.042,191.841,76.511,385.125,113.222,172.096,172.096,86.542,62.488,252.937,189.598,191.101,250.376,264.304,234.214,164.324,248.449,316.336,125.219,197.306,62.308,165.902,166.541,292.071,180.609,372.97,75.844,220.481,202.226,210.158,249.997,246.277,130.994,117.284,110.071,264.167,20.732,124.482,162.747,149.23,106.415,262.919,157.196,256.785,219.071,230.558,327.21,80.144,240.17,102.04,132.447,144.154,242.099,261.307,215.889,125.133,42.764,152.59,74.164,185.963,306.567,103.099,223.198,170,173.559,295.781,149.922,303.819,118.333,178.801,127.611,37.864,217.31,0,262.919,272.399,84.764,281.104,197.488,76.572,218.855,332.029,143.31,260.988,177.075,164.11,235.658,245.253,38.146,181.486,126.507,85.923,71.237,173.558,202.973,34.777,117.98,59.869,213.297,140.376,180.087,135.522,130.827,143.163,105.643,63.549,159.555,67.608,167.191,173.559,257.287,276.467,194.233,231.33,96.922,139.524,246.441,137.954,92.922,194.233,91.57,103.148
"Pickens",305.03,514.403,438.142,426.204,120.129,119.867,155.293,345.714,103.729,426.767,231.701,290.582,312.496,157.226,446.548,433.291,369.667,417.568,57.17,619.394,85.964,161.295,105.176,559.748,495.544,88.315,198.048,49.911,192.692,384.031,161.968,486.607,336.905,455.08,420.411,321.955,423.216,153.769,210.792,323.914,160.954,358.25,104.06,104.06,318.454,309.891,45.211,425.849,398.228,497.779,478.772,245.138,378.792,321.955,57.31,134.674,94.223,193.298,182.445,97.246,33.045,292.585,587.438,260.399,467.884,171.795,126.67,56.986,75.383,260.907,167.117,230.015,187.874,263.632,144.89,212.903,396.633,176.221,0,398.425,110.736,405.71,80.051,541.678,344.222,454.638,316.508,379.85,234.259,315.605,475.775,463.292,317.805,230.019,191.83,258.719,286.579,521.035,247.269,420.411,293.317,170.508,510.249,383.086,55.774,263.304,426.204,296.812,310.113,92.445,262.732,0,478.715,173.595,121.137,411.956,322.98,466.258,161.968,349.562,334.494,92.994,411.513,476.887,441.081,303.818,221.387,173.763,333.798,236.578,247.064,417.441,260.039,358.261,244.424,460.7,387.779,394.555,375.803,345.295,196.685,353.046,268.635,343.389,219.693,393.937,170.508,504.69,73.574,278.319,80.809,330.159,353.992,48.459,187.533,340.325,278.319,276.125,350.551
"Pierce",269.815,45.465,41.012,228.912,500.112,496.6,455.419,196.64,390.035,113.834,251.392,180.591,307.346,354.981,132.76,147.527,216.868,174.649,493.578,83.016,466.141,462.187,545.985,61.506,158.531,398.179,459.49,442.823,353.769,294.02,548.667,57.992,219.089,28.434,271.093,276.47,123.956,423.179,345.702,199.448,601.763,233.662,388.734,388.734,152.712,213.211,469.575,76.172,282.215,112.727,177.137,348.572,155.044,276.47,532.974,366.412,413.944,288.287,451.855,383.179,508.709,243.548,86.745,245.947,207.434,356.346,426.796,466.635,462.915,253.83,359.932,373.454,378.088,222.567,341.12,418.383,121.814,323.053,479.557,81.465,473.423,183.659,447.196,134.344,230.985,140.85,172.334,220.252,281.513,299.893,68.52,114.435,284.41,257.632,317.581,222.859,259.033,100.576,259.227,271.093,245.087,376.471,155.443,248.328,520.457,331.247,228.912,209.785,249.858,433.948,271.107,479.557,0,327.412,497.742,142.791,287.723,142.249,548.667,267.968,269.794,393.713,176.535,30.02,280.378,246.341,321.73,330.82,247.124,346.446,294.16,96.836,309.986,120.362,246.885,183.162,130.94,107.631,106.025,137.332,398.8,167.455,222.096,293.172,342.656,223.261,376.471,14.435,493.105,302.186,447.968,275.399,125.797,463.079,411.779,154.631,302.186,214.41,173.508
"Pike",236.534,362.198,285.937,223.791,208.922,205.41,164.229,224.178,83.989,274.562,79.496,138.377,108.211,31.393,294.343,281.086,253.304,269.446,187.532,467.189,174.951,99.127,239.939,407.543,343.339,92.133,300.165,136.777,201.628,229.798,257.477,334.402,160.828,302.875,266.178,253.459,271.011,62.191,219.728,171.709,295.717,172.387,97.544,97.544,166.249,157.686,163.529,273.644,243.995,345.574,326.567,254.074,226.587,253.459,226.928,52.297,107.898,40.273,86.479,77.133,202.663,193.402,435.233,108.194,275.674,180.731,135.606,160.589,171.725,153.218,32.519,77.466,259.353,111.427,49.935,91.722,244.428,46.775,173.511,246.22,182.233,281.334,156.006,389.473,148.66,302.433,164.303,171.929,145.356,247.109,323.57,311.087,163.572,77.814,123.332,106.514,218.083,368.83,123.25,266.178,181.995,143.773,358.044,207.673,214.411,109.071,223.791,159.961,114.414,127.902,84.616,173.511,326.51,0,155.984,259.751,120.588,314.053,257.477,195.329,265.998,87.667,259.308,324.682,286.848,120.709,186.523,66.867,145.088,67.885,178.568,265.236,71.329,206.056,92.219,287.058,235.574,242.35,223.598,193.09,72.138,200.841,116.43,189.156,25.984,207.137,143.773,352.485,187.059,209.823,156.778,140.938,201.787,157.033,66.929,188.12,209.823,123.92,198.346
"Polk",303.324,512.409,436.148,355.403,223.129,219.617,178.436,344.008,95.873,424.773,229.707,288.588,242.837,149.37,444.554,431.297,367.961,415.862,67.844,617.4,189.158,55.639,126.591,557.754,493.55,90.705,314.372,87.331,215.835,314.372,271.684,484.613,334.911,453.086,350.752,320.249,421.222,94.853,233.935,321.92,139.944,288.591,107.05,107.05,316.46,307.897,176.687,423.855,328.569,495.785,476.778,268.281,376.798,320.249,164.726,126.818,71.881,191.304,93.28,95.399,140.461,290.879,585.444,258.405,412.2,194.938,149.813,63.832,185.932,259.201,124.552,163.597,273.56,261.638,142.896,111.393,394.639,174.227,139.755,396.431,196.44,404.004,170.213,539.684,342.228,452.644,314.514,319.274,232.553,313.899,473.781,461.298,248.146,228.025,190.124,256.725,284.873,519.041,245.563,350.752,291.611,168.357,508.255,313.427,107.856,193.645,355.403,295.106,308.119,44.971,260.738,139.755,476.721,157.072,0,409.962,253.321,464.264,271.684,279.903,332.788,93.882,409.519,474.893,371.422,301.824,244.53,172.057,297.094,190.204,245.358,415.447,231.711,356.267,242.43,423.584,385.785,392.561,373.809,343.301,122.742,351.052,266.641,273.73,186.379,324.278,168.357,502.696,51.64,276.613,170.985,260.5,351.998,76.675,126.593,338.331,276.613,274.131,348.557
