"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Jasper",160.217,530.833,120.7,324.833,373.833,385.05,315.517,277.783,275.167,349.283,247.05,226.817,308.617,297.067,297.283,329.717,204,238.633,325.05,188.25,314.633,594.467,548.7,299.717,498.45,272.517,318.1,213.15,259.867,371.467,230.8,193.767,294.283,194.417,597.033,116.817,344.45,463.833,203.167,172.4,212.05,387.35,262.417,721.633,241.383,290.9,333.6,416.267,297.367,263.783,472.217,546.367,112.133,140.617,626.883,657.55,241.383,222,621.033,254.433,273.75,276.633,500.217,597.033,520.067,374.667,344.283,295.417,418.183,725.25,236.033,241.983,205.75,268.4,224.833,437.667,259.283,438.35,167.45,185.567,173.933,348.283,554.9,180.183,490.7,356.7,505.083,277.417,251.567,161.35,285.45,144.483,412.65,535.05,563.667,153.3,300.083,641.283,436.467,106.25,230.783,216.517,642.75,433.2,293.067,37.767,125.167,464.617,246.817,150.55,307.45,232.217,136.883,231.917,652.883,371.75,606.7,473.5,339.117,156.917,0,616.483,146,416.417,357.967,561.05,192.667,311.433,213.233,325.4,311.033,598.933,352.667,386.567,673.267,418.833,228.833,445.717,245.967,297.65,564.617,295.4,294.367,576.567,144.833,115.917,186.783,585.5,295.133,353.833,361.917,533.083,514.95,149.983,278.917,44.167,385.733,233.917,265.2,185.583,228.533,360.067,366.017,413.683,508.167,48.417,293.75,360.667,333.917,148.433,327.567,181.233,501.233,83.817,198.95,19.6,431.267,331.717,616.417,122.233,76.983,332.4,115.817,258.7,615.233,583.583,735.233,576.25,677.3,212.917,591.917,203.433,396.3,245.733,583.583,284,735.017,53.033,243.6,415.567,112.133,112.8,46.933,139.717,330.4,332.733,446.967,218.433,386.467,200,285.45,248.983,301.65,472.05,368.117,488.317,350.967,195.067,562.15,260.05,264.417,217.5,77.967,401.683,201.133,453.333,224,105.583,168.517,173.75,257.717,379.833,449.9,195.917,255.983,121.583,156.35,162.717,183.35,400.817,195.183,538.433,366.45,408.483,412.567,189.867,515.767,184.233,205.45,198.167,260,187,472.517,34.867
"Jeff Davis",503.367,172.667,558.867,472.1,393.833,488.05,343.433,385.683,480.233,305.517,406.267,453.267,415.15,481.617,325.467,330.133,417.917,444.9,437.367,518.4,363.283,26.283,469.333,334,199.833,402.4,341.45,458.767,481.35,292.017,451.45,529.383,504.667,588.033,347.867,526.85,325.133,389.75,491.517,464.183,510.25,306.2,438.383,174.317,419.583,337,357.95,280.5,446.7,421.933,358.85,140.2,548.4,507.433,78.767,450.667,423.633,465.917,370.783,495.65,426.85,422.233,310.15,347.867,403.85,442.133,321.25,486,242.633,177.933,432.067,448.017,454.6,435.567,423.417,266.3,473.833,372.167,484.883,490.817,508.533,386.55,203.85,533.533,268.317,288.717,188.45,424.717,385.167,578.883,468.383,523.75,256.333,276.85,313,570.833,391.417,473.567,395.2,538.6,431.583,458.417,435.867,317.05,383.1,638.633,541.283,563.65,435.733,479.85,456.783,491.233,485.867,442.867,105.567,282.9,438.983,208.2,402.45,558,613.1,0,563.533,456.9,439.5,253.633,480.783,384.167,448.333,297.9,391.4,63.15,277.817,234.217,464.017,243.933,432.683,344.3,478.917,473.817,301.333,367.567,326.6,397.55,514.783,526.667,485.917,501.167,329.167,308.85,386,276.183,248.283,524.55,345.95,603.1,274.733,525.533,444.983,491.067,452.817,392.5,305.133,254.15,160.3,629.533,476.683,313.917,451.067,516.1,342.567,539.5,338.467,586.133,473,626.183,260.4,434.917,489.65,548.533,581.233,358.65,564.367,444.367,337.183,81.617,187.917,370.467,78.833,495.967,360.533,466.35,287.083,543.983,81.617,448.1,187.683,581.117,445.85,269.117,545.85,576.483,612.133,530.683,421.017,331.267,206.233,454.35,308.95,455.1,468.383,423.2,401.617,514.517,335.183,218.6,308.717,482.067,332.483,412.483,416.15,451.017,569.2,342.983,521.367,237.1,450.55,552.333,506.8,532.083,415.433,283.033,554.767,471.333,452.75,534.833,480.333,513.5,492.333,374.883,472.95,461.933,403.05,396.733,515.567,490.983,258.667,489.05,469.15,512.033,419.05,500.083,452.217,613.833
"Jefferson",234.667,437.083,94.967,426.983,278.85,487.2,386.917,299.283,139.433,407.1,317.683,217.767,410.75,165.833,365.55,356.483,306.15,229.2,230.067,290.383,220.9,564.567,453.733,371.65,404.7,178.783,315.683,265.233,362.017,277.733,259.233,54.95,147.75,51.117,502.067,258.217,342.033,368.85,271.133,275.183,91.783,308.217,168.35,651.333,327.7,343.983,279.067,366.1,206.933,254.35,377.25,458.917,153.25,249.917,556.567,562.567,145.917,189.683,526.067,113.283,179.667,378.783,405.25,502.067,425.1,476.817,250.533,158.817,471.833,654.933,165.75,225.9,232.1,370.533,320.3,343.917,129.967,343.367,269.6,214,186.917,420.883,461.167,285.217,396.967,390.733,411.35,379.567,353.717,20.2,179.017,51.517,318.9,441.317,468.683,7.283,267.833,547.517,341.5,220.583,229.45,229.483,547.767,339.45,313.3,129.2,65.633,566.767,188.817,252.7,213.383,94.817,239.033,176.55,582.567,429.567,511.733,409.933,244.15,20.833,147.8,564.883,0,518.567,460.117,467.3,98.583,397.833,134.067,383.217,413.183,528.633,410.467,421.167,578.283,488.583,136.967,350.733,348.117,399.783,470.867,292.967,364.183,481.6,187.433,230.25,199.75,479.9,353.883,351.417,266.933,439.35,421.217,197.583,353.75,147.2,383.3,336.067,172.783,249.433,214.983,431.717,423.817,389.783,414.433,120.1,178.467,266.933,239.833,239.933,398.95,36.567,406.25,102.933,174.85,167.417,337.533,433.867,520.333,156.317,223.333,238.667,49.917,169.4,521.5,489.833,664.933,481.267,643.283,108.6,496.933,231.983,466.05,101.067,489.833,386.15,664.7,199.383,141.117,344.7,108.05,259.15,102.717,218.117,432.55,331.933,426.267,142,292.733,298.483,179.017,249.767,217.417,574.2,274.367,393.567,371.067,235.6,467.183,165.067,292.45,123.433,224.317,307.95,56.467,383.933,250.55,178.433,80.333,48.7,336.75,449.583,552.05,101.367,358.133,203.233,258.5,143.883,257.8,472.217,297.317,443.033,271.467,313.5,514.717,247.3,422.033,159.15,116.4,80.8,362.15,164.85,549.217,134.817
"Jim Hogg",327.2,479.717,458.05,169.15,481.367,81.367,157.383,220.75,443.1,192.217,239.467,302.383,112.217,444.467,158.283,207.567,241.75,307.383,432.583,277.367,416.917,430.317,626.35,154.083,458.067,363.467,264.983,291.983,186.35,389.933,299.85,483.633,467.517,542.283,588.367,325.467,278.7,543.9,315.367,288.033,464.983,348.35,404.533,586.45,247.3,174.883,352.817,331.85,426.05,323.75,513.017,411.183,390.7,306.05,491.7,687.867,378.317,341.55,611.3,449.9,406.2,178.233,497.217,588.367,592.183,47.783,406.583,448.85,259.717,590.067,355.033,312.7,309.5,153.317,247.25,424.633,428.067,508.817,261.25,332.25,358.667,99.533,514.533,321.883,471.417,221.517,411.667,142.483,200.967,527.4,431.25,472.267,414.667,515.767,550.2,519.35,333.317,703.95,531.833,337.217,286.483,308.55,673.067,447.8,215.9,453.55,467.3,116.033,328.783,297.15,436.15,445.467,285.25,361.033,517.7,236.567,669.367,351.733,447.133,506.5,416.067,453.883,512.05,0,64.483,529.067,429.3,139.417,396.85,190.217,131.083,463.75,217.483,251.383,703.583,224.167,381.2,480.933,195.5,146.65,545.317,287.917,155,634.767,370.717,325.283,336.05,675.717,164.8,261.133,475.35,513.8,495.667,357.767,177.9,406.067,265.8,251.45,411,324.267,301.933,81.017,209.233,279.25,443.35,451.533,439.55,401.8,445.917,327.117,149.033,493.75,525.533,422.55,378.583,424.783,385.7,107.133,694.05,399.95,379.85,428.35,495.733,404.5,595.95,452.15,600.05,607.667,513.15,443.35,597.733,321.25,223.267,498.233,452.15,134.017,599.833,379.733,400.1,336.433,439.133,375.1,444.05,348.883,94.9,294.483,311.8,397.217,415.417,278.933,431.25,278.1,371.967,86.4,424.533,385.017,232.333,320.267,569.7,389.817,254.05,400.233,367.817,449.467,475.617,346.45,305.45,360,456.883,480.6,239.267,184.9,107.15,419.85,170.517,342.5,302.95,419.667,316.167,84.95,231.167,616.083,473.983,522.2,102.783,324.183,496.483,381.717,417.667,460.55,196.983,389.967,56.883,416.8
"Jim Wells",278.5,439.25,401,111.517,442.783,76.233,134.15,182.167,404.517,173.633,204.667,263.8,67.55,405.9,119.7,168.983,199.983,268.8,394,220.317,378.333,429.833,585.883,115.5,417.6,324.883,226.4,257.167,129.3,349.467,261.267,445.05,428.933,513.683,547.9,268.417,238.233,503.433,273.433,239.317,426.4,307.883,365.95,545.983,209.167,136.3,312.35,291.383,387.467,285.167,472.55,370.717,333.667,249,451.233,647.4,339.733,302.967,570.833,411.317,367.617,127.35,456.75,547.9,551.717,18,366.117,410.267,242.533,549.6,316.45,274.117,270.917,102.433,205.317,384.167,389.483,468.35,204.2,293.667,320.083,56.883,474.067,264.85,430.95,181.05,371.2,91.6,158.45,480.617,392.667,440.317,374.2,475.3,509.733,472.567,294.733,663.483,491.367,280.167,247.9,269.967,632.6,407.333,177.317,396.5,410.267,123.6,290.2,240.117,397.567,406.883,228.217,322.467,477.233,196.1,628.9,311.267,408.55,472.783,359.033,453.4,465.267,63.917,0,488.6,390.717,96.9,358.267,149.75,88.567,423.283,177.017,210.917,663.117,224.4,342.617,440.467,138.467,90.267,504.85,249.333,116.417,594.3,319.633,268.233,297.467,635.25,126.217,220.667,434.883,473.333,455.2,306.65,139.317,349.017,225.333,194.417,372.417,289.467,263.35,75.8,190.367,238.783,402.883,394.5,400.967,361.333,407.333,270.083,132.95,455.167,485.067,365.517,340,367.75,345.233,49.817,653.583,342.9,322.8,387.883,438.7,365.917,555.483,411.683,559.583,567.2,512.683,404.767,557.267,282.667,214.167,459.65,411.683,76.983,559.367,322.683,361.517,295.967,384.05,318.05,387.017,291.833,33.817,254.017,271.333,358.633,374.95,237.017,392.667,239.517,333.383,131.033,384.067,344.55,191.867,281.683,529.233,351.233,215.483,361.65,310.767,409,437.033,305.983,266.867,302.95,418.317,442.017,201.133,185.133,114.733,381.267,119.633,285.45,245.917,381.083,274.233,100.383,174.133,575.617,435.4,481.733,103.75,289.383,456.017,343.133,379.083,421.967,146.1,351.383,120,359.75
"Johnson",468.7,82.033,462.15,522.233,244.2,538.183,393.567,401.217,383.517,355.667,429.583,360.783,465.3,378.183,375.6,374.167,468.05,360.167,292.2,568.533,266.567,251.883,256.033,384.133,91.05,305.683,348.05,434.967,531.483,195.3,401.3,432.667,407.717,491.317,114.35,549.1,314.85,194.317,465.633,489.167,413.533,222.817,341.667,299.967,442.9,387.133,260.683,225.667,337.083,335.917,162.967,146.783,449.133,527.25,245.333,230.117,326.917,369.2,137.283,398.933,330.133,472.367,115.45,114.35,190.55,495.1,224.533,386.033,298.317,300.217,335.35,351.3,383.667,485.7,459.917,145.433,377.117,196.067,530.017,421.1,407.917,436.7,50.9,558.667,72.567,332.75,133.967,474.867,435.3,482.167,370.9,427.033,159.617,59.733,99.683,474.117,294.167,260.25,214.65,540.8,364.867,365.933,215.317,175.733,406.633,541.917,444.567,600.167,339.017,492.767,333.233,394.517,511,346.15,273.75,333.05,225.667,202.217,276.167,461.283,559.05,253.633,466.817,528.55,489.633,0,384.067,434.317,351.617,348.05,441.55,217.383,327.967,283.917,245.833,359.633,335.967,170.2,529.067,523.95,67.833,329.75,376.733,184.25,415.517,546.717,393.433,287.867,379.317,315.467,253.05,58.8,47.183,434.083,396.1,532.917,289.5,575.683,348.267,450.333,360.333,447.533,355.283,251.25,118.75,532.817,376.217,217.2,302.15,487.817,406.733,442.783,134.717,489.417,376.283,576.117,163.683,485.05,276.333,451.817,606.667,261.933,467.65,347.65,110.533,178.6,310.217,157.15,332.033,399.25,147.217,390.833,337.217,447.267,178.6,498.233,309.4,596.033,349.133,204.267,449.133,598.733,515.417,463.283,471.15,303.783,230.717,357.633,205.883,483.7,370.9,372.167,304.9,625.1,232.117,143.95,352.75,423.25,119.183,315.767,404.767,354.3,594.633,207.45,424.65,188.733,385.767,475.567,410.083,435.367,440.15,371.683,591.283,374.617,502.883,455.883,489,416.783,470.883,485.45,523.1,248.9,252.4,229.9,565.7,448.117,62.75,392.333,372.433,415.317,469.183,403.367,562.783,526.817
"Jones",181.683,354.95,94.75,413.067,196.717,440.233,304.767,217.133,97.5,324.95,242.367,135.617,358.667,119.583,283.417,274.333,272.95,147.067,147.933,275.633,138.75,482.433,371.583,289.5,322.567,96.633,233.533,205.033,342.167,195.583,191.333,77.1,116.633,138.633,419.917,267.367,259.883,286.717,214.3,222.2,46.2,226.083,86.2,569.183,255.683,261.85,196.933,283.95,121.15,172.2,295.1,376.767,119.633,238.667,474.433,480.433,63.767,113,443.917,79.967,97.533,312.067,323.1,419.917,342.95,397.133,168.4,117.767,389.7,572.8,83.6,143.75,159.95,350.7,262.35,261.783,81.8,261.233,249.75,156.05,117.917,338.733,379.033,270.083,314.833,308.583,329.2,345.15,274.483,114.767,109.217,59.65,236.767,359.167,386.55,106.717,185.683,464.167,259.35,229.733,147.317,139.733,465.633,257.317,231.167,174.517,77.167,502.217,106.683,225.8,131.233,59.233,222.417,94.417,500.433,347.417,429.583,327.8,162,92.533,191.65,482.733,99.417,430.6,391.683,385.167,0,315.7,51.05,301.067,324.65,446.483,328.333,339.033,496.15,406.45,54.833,268.6,328.267,379.95,388.733,210.833,282.033,399.45,126.933,239.4,127.733,409.283,271.733,269.267,184.8,357.2,339.067,145.5,271.6,165.517,301.167,321.3,88.967,192.6,132.833,349.583,341.683,307.65,332.283,165.417,117.533,184.783,157.683,196.533,316.817,95.817,324.117,122.017,98.15,211.267,255.383,387.1,439.3,113.433,267.167,156.517,100.25,82.483,439.367,407.7,582.783,399.133,561.133,34.95,414.8,161.467,383.917,108.433,407.7,366.3,582.55,243.217,67.383,262.55,81.75,283.85,148.017,174.7,373.2,249.8,344.117,59,210.583,245.5,109.217,167.633,135.283,509.65,192.233,311.417,288.917,177.633,385.033,82.933,208.383,41.283,259.633,225.8,87.067,301.783,168.233,148.3,42.683,62.483,252.933,367.433,493.333,18.8,338.283,167.3,222.033,76.517,204.817,390.083,277.467,361.317,189.333,231.367,467.75,190.483,339.9,84.483,33.4,32.317,308.367,90.183,467.067,159.433
"Karnes",198.017,383.2,342.45,97.967,365.683,146,78.117,112.15,327.417,117.583,113.6,186.7,43.55,328.8,63.65,112.933,112.567,191.717,316.9,180.517,306.067,362.767,529.833,59.45,361.55,247.8,169.467,166.117,102.033,293.417,179.233,367.95,351.85,426.6,491.85,221.5,182.183,447.4,186.167,158.833,349.3,251.833,288.867,489.95,118.1,80.25,249.6,235.35,310.383,208.067,416.5,314.667,274.583,202.083,395.183,591.35,262.65,225.883,514.783,334.217,290.517,59.467,400.717,491.85,495.667,103.517,303.383,333.183,186.483,493.55,239.35,197.017,193.817,56.233,118.067,328.117,312.4,412.3,165.35,211.633,243,47.083,418.017,225.983,374.9,125,315.15,45.4,67.383,411.717,315.567,356.6,318.15,419.25,453.683,403.667,222.483,607.433,428.333,233.25,170.817,192.867,576.55,351.283,107.3,345.233,357.533,208.583,213.117,174.5,320.467,329.8,180.517,245.367,421.183,140.05,572.85,255.217,331.467,390.833,307.75,384.783,396.367,140.483,98.05,432.55,313.633,0,281.167,93.7,12.083,367.25,120.967,154.867,607.067,185.283,265.517,384.433,99.6,104.033,448.817,177.067,60.367,538.25,247.533,221.317,220.367,579.2,70.167,164.633,354.25,417.283,399.15,231.9,71.45,297.75,169.3,165.567,295.317,198.4,186.267,65.867,134.317,182.733,346.833,343.217,323.867,305.117,330.25,210.75,90.15,378.067,429.017,314.233,262.917,320.817,289.183,92.883,597.55,282.5,275.883,321.283,387.417,288.817,499.433,355.633,503.55,511.15,445.617,327.683,501.217,205.567,162.75,382.55,355.633,73.017,503.317,275.767,284.417,239.917,324.967,271.133,335.733,225.317,78.967,197.967,215.283,281.533,318.9,149.75,315.567,162.417,256.3,216.017,327.833,288.5,135.833,199,473.183,274.133,133.75,284.567,263.85,352.95,359.933,249.933,189.783,246.983,341.217,364.933,110.067,146.283,199.7,304.167,73.433,229.483,174.983,304,186.983,152.517,135.267,519.567,358.3,400.35,173.517,198.317,399.967,266.033,302,344.867,78.217,274.283,197.367,308.483
"Kaufman",159.733,323.017,118.017,381.133,166.017,408.3,272.833,185.2,94.217,293.017,210.433,103.683,326.733,95.933,251.467,242.4,250.983,115.117,117.217,253.667,106.817,450.5,340.883,257.567,290.633,64.7,201.6,183.083,320.217,163.65,159.383,122.95,117.05,175.6,389.217,238.567,227.95,256.017,192.35,200.25,85.633,194.15,59.683,537.25,223.75,229.9,165,252.017,95.167,140.267,264.4,344.833,122.3,216.717,442.5,449.733,33.567,81.35,413.217,92.083,71.55,280.117,292.4,389.217,312.25,365.2,136.467,100.317,357.75,540.85,51.667,111.817,127.533,322.7,235.233,229.85,71.717,230.533,227.783,134.083,97.367,306.8,347.083,248.133,282.883,276.65,297.267,313.217,242.55,148.383,82.7,93.25,204.833,327.233,355.85,140.333,153.75,433.467,228.65,230.267,115.383,107.8,434.933,225.383,199.217,209.267,110.767,470.283,74.75,203.85,105.267,86.95,200.467,53.383,468.5,315.483,398.883,295.867,131.3,127.483,214.917,450.8,133.033,398.667,359.733,353.233,50.933,283.767,0,269.133,292.7,414.55,296.383,307.1,465.433,374.517,21,237.9,306.317,357.983,356.783,178.9,250.1,368.75,104.983,236.183,95.3,383.3,239.8,237.333,154.083,325.267,307.133,123.55,239.667,188.783,269.233,299.35,62.45,170.65,100.9,317.65,309.75,275.717,300.35,199.017,91.017,152.85,131.717,174.567,284.883,135.933,293.417,146.383,65.733,234.533,223.45,355.167,408.6,116.1,289.55,124.583,133.867,55.967,407.417,375.767,550.85,368.433,529.2,63.4,384.1,129.05,351.983,140.417,375.767,339.217,550.617,266.483,43.75,230.617,105.017,288.2,181.633,152.75,341.267,217.85,312.183,10.167,178.65,223.55,82.7,135.683,103.35,477.717,160.3,279.483,256.983,155.167,354.333,52.233,176.45,22.1,277.517,193.867,117.8,269.85,136.283,150.95,76.3,101.583,221,335.5,461.4,33.35,315.633,145.333,200.067,73.567,182.867,358.133,255.517,330.617,158.617,200.667,435.8,168.517,307.95,78.983,25.45,81.65,276.433,84.683,435.133,182.7
"Kendall",213.667,296.883,333.233,182.4,317.45,198.35,53.733,93.167,315.517,35.55,116.567,174.8,125.45,316.9,35.767,48.65,128.217,179.817,305,228.7,250.15,276.433,443.5,44.3,275.233,235.883,102.9,169.067,191.65,207.1,172.267,356.05,339.95,414.7,405.533,237.15,95.867,361.067,201.817,174.483,337.4,165.5,276.95,403.617,129.883,47.3,169.967,149.017,298.467,192.217,330.167,228.333,276.75,217.733,308.867,505.017,250.75,213.967,428.467,322.317,278.617,132.533,314.383,405.533,409.35,155.25,223.75,321.283,100.167,407.217,227.45,185.117,181.917,145.867,133.717,241.783,300.483,325.967,195.2,204.667,231.083,96.85,331.683,243.833,288.583,38.683,228.833,135.017,95.467,399.817,303.667,344.683,231.833,332.917,367.35,391.767,171.233,521.1,348.983,248.9,158.917,180.967,490.217,264.967,88.317,360.883,345.617,260.333,201.2,190.15,308.567,317.883,196.167,233.467,334.867,53.733,486.517,168.883,294.75,378.933,323.4,298.467,384.467,188.717,149.8,346.233,301.717,94.483,269.267,0,101.717,280.917,34.633,68.55,520.733,150.467,253.617,298.1,189.217,184.117,362.483,125.833,36.9,451.917,243.133,236.967,208.467,492.867,39.483,78.3,292.5,330.95,312.833,234.867,56.267,313.4,82.967,235.833,283.417,201.367,174.35,107.7,52.267,96.417,260.5,358.867,311.967,218.967,318.333,226.4,66.883,366.167,342.7,333.75,251.017,336.483,202.867,145.217,511.217,284.667,291.533,245.517,385.3,276.917,413.117,269.3,417.217,424.833,359.283,315.767,414.9,193.667,89.85,370.65,269.3,158.4,416.983,291.417,272.517,153.583,311.55,286.783,351.383,240.983,131.317,111.65,128.95,269.633,232.567,165.4,303.667,150.517,222.4,279.45,241.683,202.183,45.433,192.683,386.85,262.233,126.483,272.667,279.5,266.617,348.033,163.617,177.867,262.65,329.317,353.017,125.733,111.467,251.45,292.267,163.05,245.133,190.633,292.083,202.633,140.15,183.25,433.25,341.1,339.367,225.867,201.283,313.65,254.133,290.083,332.967,129.35,262.383,217.15,324.133
"Kenedy",201.517,391.35,345.95,89.75,376,137.8,86.25,121.367,337.733,125.733,117.1,197.017,35.35,339.1,71.8,121.083,116.067,202.017,327.217,169.433,315.3,370.917,537.983,67.6,369.7,258.1,178.5,169.6,90.95,301.567,189.533,378.267,362.15,436.917,500,218.483,190.333,455.533,189.667,162.333,359.617,259.983,299.167,498.083,121.6,88.4,258.833,243.483,320.683,218.383,424.65,322.817,278.083,199.067,403.333,599.5,272.95,236.183,522.933,344.517,300.833,51.783,408.85,500,503.817,95.183,312.6,343.483,194.633,501.7,249.667,207.333,204.133,45.167,121.55,336.267,322.7,420.45,154.267,222.117,253.3,38.75,426.167,214.9,383.05,133.15,323.3,34.317,70.883,422.017,325.867,366.9,326.3,427.4,461.833,413.967,231.7,615.583,443.467,230.233,181.117,203.183,584.7,359.433,116.533,346.567,360.333,200.267,223.417,177.983,330.767,340.1,178.267,255.667,429.333,148.2,581,263.367,341.767,401.133,309.083,392.933,406.683,132.15,89.717,440.7,323.933,11.083,291.467,101.85,0,375.383,129.117,163.017,615.217,193.433,275.817,392.567,88.517,92.95,456.95,186.3,68.517,546.4,251.033,218.3,230.667,587.35,78.317,172.767,364.55,425.433,407.3,235.4,80.667,299.083,177.433,154.483,305.617,201.9,196.567,59.767,142.467,190.883,354.983,344.55,334.183,313.433,340.55,214.233,98.3,388.367,437.167,315.567,273.217,317.8,297.333,84.667,605.683,286,272.867,330.517,388.75,299.133,507.583,363.783,511.683,519.3,453.75,337.983,509.367,215.883,170.9,392.867,363.783,61.933,511.467,272.75,294.733,248.067,328.467,268.117,337.067,228.817,70.767,206.117,223.433,291.833,327.05,153.25,325.867,172.733,266.6,207.7,336.167,296.65,143.967,202.483,481.333,284.45,144.05,294.867,260.833,361.1,370.25,258.083,200.083,250.483,351.517,375.233,113.567,154.433,191.383,314.483,62.35,232.983,178.483,314.3,190.467,146.417,124.183,527.717,368.617,410.65,165.317,201.817,408.117,276.35,312.3,355.167,70.533,284.583,189.05,309.817
"Kent",487.4,137.683,523.883,456.133,358.85,472.083,327.467,369.717,445.267,289.55,390.283,422.517,399.183,446.65,309.5,314.167,401.95,421.9,402.383,502.417,328.3,89.05,434.367,318.017,164.867,367.433,325.467,442.8,465.383,257.05,435.483,494.417,469.683,553.067,312.883,510.883,309.167,354.783,475.55,448.217,475.283,284.567,403.4,125.433,403.617,321.017,322.433,264.533,411.717,397.65,323.883,118.8,510.867,491.467,30.667,415.683,388.667,430.933,335.817,460.667,391.867,406.267,275.183,312.883,368.867,428.983,286.283,451.017,226.667,129.033,397.083,413.033,438.633,419.583,407.45,231.317,438.85,337.2,468.917,474.833,469.65,370.583,168.883,517.567,233.333,272.75,153.467,408.75,369.183,543.9,433.417,488.783,221.35,241.867,278.017,535.85,355.917,438.583,360.217,522.633,415.617,427.667,400.883,282.067,367.133,603.65,506.3,534.05,400.75,463.867,421.817,456.25,469.883,407.9,56.683,266.933,404,192.233,367.467,523.017,597.133,62.75,528.567,462.45,423.517,218.667,445.817,368.2,413.35,281.933,375.433,0,261.85,218.25,429.05,270.15,397.7,309.333,462.95,457.833,266.367,351.6,310.633,362.583,477.25,510.7,455.167,466.2,313.2,292.883,351.017,241.2,213.317,495.817,329.983,587.133,258.767,509.567,410.017,475.1,422.083,381.433,289.167,238.183,125.333,594.55,441.717,278.95,416.1,500.133,340.617,504.533,303.5,551.167,438.017,610.2,225.433,418.95,454.667,513.567,565.267,323.683,529.383,409.4,302.2,47.45,139.033,335.483,139.183,461,325.55,450.383,271.117,509.017,47.45,432.133,138.8,565.15,410.883,253.15,510.883,560.517,577.167,514.7,405.05,315.3,190.267,419.367,273.967,439.133,433.417,407.233,366.633,540.733,300.217,183.617,292.75,466.1,297.517,377.517,400.183,416.033,553.233,308.017,486.4,221.117,434.583,537.317,471.817,497.117,399.45,300.033,525.183,436.35,436.783,517.617,464.367,478.517,476.367,401.083,456.983,426.967,368.067,361.767,499.583,475,223.683,454.083,434.183,477.05,403.083,465.1,478.417,588.567
