"","Adair","Andrew","Atchison","Audrain","Barry","Barton","Bates","Benton","Bollinger","Boone","Buchanan","Butler","Caldwell","Callaway","Camden","Cape Girardeau","Carroll","Carter","Cass","Cedar","Chariton","Christian","Clark","Clay","Clinton","Cole","Cooper","Crawford","Dade","Dallas","Daviess","DeKalb","Dent","Douglas","Dunklin","Franklin","Gasconade","Gentry","Greene","Grundy","Harrison","Henry","Hickory","Holt","Howard","Howell","Iron","Jackson","Jasper","Jefferson","Johnson","Kansas City","Knox","Laclede","Lafayette","Lawrence","Lewis","Lincoln","Linn","Livingston","Macon","Madison","Maries","Marion","McDonald","Mercer","Miller","Mississippi","Moniteau","Monroe","Montgomery","Morgan","New Madrid","Newton","Nodaway","Oregon","Osage","Ozark","Pemiscot","Perry","Pettis","Phelps","Pike","Platte","Polk","Pulaski","Putnam","Ralls","Randolph","Ray","Reynolds","Ripley","Saline","Schuyler","Scotland","Scott","Shannon","Shelby","St. Charles","St. Clair","St. Francois","St. Louis","St. Louis City","Ste. Genevieve","Stoddard","Stone","Sullivan","Taney","Texas","Vernon","Warren","Washington","Wayne","Webster","Worth","Wright"
"Lewis",450.752,751.721,829.641,442.75,670.078,516.216,602.471,68.483,108.469,315.71,363.988,602.471,417.53,418.689,619.114,94.142,686.67,159.169,260.938,554.022,643.249,393.934,483.484,489.389,539.002,547.64,762.1,406.224,464.425,356.59,687.787,721.812,259.539,76.909,79.902,488.259,380.695,774.675,832.897,666.537,711.023,589.328,784.452,690.299,775.503,265.698,217.226,103.23,497.78,270.365,337.769,648.492,444.14,596.034,278.158,440.019,0,533.573,406.224,546.883,536.66,513.236,432.7,485.093,463.956,715.885,441.131,64.674,475.743,329.707,380.497,702.392,13.6,248.721,755.957,775.657,443.255,393.934,71.222,439.358,658.693,390.246,62.785,675.366,463.122,141.099,665.568,432.494,649.728,613.157,445.266,635.953,510.463,612.374,489.482,425.93,211.18,214.893,291.562,321.767,197.815,273.285,273.285,179.875,60.152,434.974,346.432,407.279,290.47,530.49,401.938,320.811,105.765,364.911,783.335,328.162
"Lincoln",54.838,267.657,345.577,208.173,184.005,177.893,104.941,529.38,503.774,289.723,208.954,104.941,157.315,183.747,161.016,502.381,202.606,376.277,282.917,44.071,341.994,167.14,182.229,234.914,41.737,26.435,313.645,159.322,145.977,187.593,229.689,237.748,301.476,653.869,522.554,115.683,207.91,316.577,348.833,221.798,266.284,164.803,300.388,212.045,317.405,315.488,347.856,495.298,193.821,332.964,179.295,164.673,129.504,179.925,318.95,198.955,535.217,0,159.322,49.595,235.405,211.981,158.05,213.132,222.892,271.146,200.067,592.929,141.448,320.964,224.883,257.653,583.606,297.841,271.893,291.593,78.425,167.14,648.182,257.811,174.629,152.145,556.255,197.112,85.559,445.212,266.586,295.225,171.474,155.059,97.787,177.855,78.05,329.671,230.474,225.105,300.532,361.473,311.572,297.112,397.113,343.77,343.77,421.208,478.301,208.18,273.163,213.675,245.13,381.397,102.83,291.036,507.254,148.488,325.237,187.315
"Linn",161.678,390.08,468,111.494,308.437,321.518,268.219,342.168,316.562,117.97,268.22,268.219,65.395,78.463,257.473,315.169,325.029,239.423,171.72,137.833,281.758,263.818,121.993,174.678,204.997,157.639,408.36,0,306.66,232.388,333.342,360.171,141.741,466.657,469.65,126.618,44.048,413.034,471.256,310.643,355.129,313.305,422.811,328.658,389.541,229.918,188.121,308.086,353.121,152.799,51.299,286.851,286.632,240.14,140.931,295.36,405.041,160.477,0,208.467,175.169,151.745,46.905,340.434,319.297,359.991,296.472,405.717,114.102,175.837,103.244,346.498,396.394,161.913,394.316,414.016,127.582,263.818,460.97,161.132,297.052,248.823,369.043,313.725,199.558,301.979,304.077,198.546,288.087,251.516,192.741,274.312,81.177,269.435,344.823,321.783,186.199,275.903,173.832,100.566,237.378,168.891,168.891,233.996,335.068,304.858,101.053,310.353,128.999,284.718,138.979,89.844,290.077,209.075,421.694,217.637
"Livingston",93.484,225.888,303.808,247.051,142.236,157.34,66.218,568.258,512.526,328.601,222.227,66.218,205.241,222.625,123.46,541.259,160.837,389.55,296.19,82.949,380.872,180.413,221.107,273.792,8.461,76.072,271.876,209.048,139.38,200.866,234.9,195.979,340.122,585.055,535.827,154.561,257.636,291.474,307.064,269.462,297.404,122.697,258.619,170.276,292.302,328.761,386.502,534.176,173.268,371.842,234.664,122.904,125.464,220.23,357.828,197.259,548.49,49.636,209.048,0,274.283,250.859,213.419,192.579,174.277,320.345,198.371,577.384,180.326,359.842,263.761,306.036,561.731,336.487,230.124,249.824,131.919,180.413,579.662,296.689,132.86,155.339,531.062,155.343,111.099,458.485,359.68,334.103,129.705,117.503,128.633,125.297,133.419,368.549,209.921,238.378,373.959,374.746,350.45,335.758,435.759,382.648,382.648,460.086,491.574,221.453,311.809,226.948,283.776,420.275,141.476,329.914,520.527,185.515,300.134,227.453
"Macon",268.604,227.582,305.502,99.863,231.36,428.404,337.276,473.118,447.512,233.461,390.558,337.276,160.07,127.485,189.206,446.119,237.684,409.38,341.677,196.039,106.589,376.582,55.183,51.728,270.838,228.868,233.191,174.544,380.634,345.152,158.173,240.841,310.93,597.607,600.6,104.084,208.314,245.806,264.081,135.474,179.96,393.761,260.313,192.847,214.372,399.875,348.777,439.036,444.332,276.702,221.256,239.05,364.161,64.971,262.688,408.124,535.991,235.926,174.544,274.308,0,53.186,199.597,463.643,432.061,184.822,409.236,536.667,104.101,218.052,146.959,171.329,527.344,331.87,234.454,251.518,234.508,376.582,591.92,98.644,236.59,361.587,499.993,215.305,306.484,546.837,128.908,103.667,228.085,189.338,299.667,233.93,188.103,94.266,457.587,434.547,356.156,445.86,255.31,257.47,416.652,287.508,287.508,364.946,541.384,417.622,275.598,423.117,298.956,176.832,245.905,234.774,476.556,321.839,254.466,330.39
"Madison",245.664,280.491,358.411,60.869,289.155,445.182,354.054,423.765,398.159,186.534,367.618,354.054,125.147,92.562,177.89,396.766,305.747,386.44,318.737,173.099,159.498,353.642,40.742,22.853,247.898,205.928,286.1,151.604,357.694,322.212,211.082,293.75,287.99,548.254,551.247,90.088,173.405,298.715,316.99,188.383,232.869,410.539,313.222,245.756,267.281,376.935,359.506,389.683,461.11,227.349,198.316,267.569,341.221,117.88,213.335,385.184,486.638,212.986,151.604,251.368,52.909,0,176.657,430.258,409.121,237.731,386.296,487.314,81.161,170.277,108.699,224.238,477.991,308.93,287.363,304.427,211.568,353.642,542.567,48.402,277.77,338.647,450.64,268.214,283.544,497.484,181.817,88.508,268.805,168.681,276.727,255.03,165.163,147.175,434.647,411.607,333.216,422.92,206.03,222.561,367.299,238.228,238.228,315.593,492.031,394.682,252.658,400.177,276.016,161.673,222.965,199.865,427.203,298.899,307.375,307.45
"Maries",129.186,415.431,493.351,136.845,333.788,318.87,275.571,368.744,254.943,160.288,225.107,275.571,90.746,103.814,282.824,341.745,350.38,209.783,142.08,163.184,307.109,211.131,147.344,200.029,199.972,155.396,433.711,46.905,253.973,179.701,358.693,385.522,111.333,493.233,349.681,151.969,89.069,438.385,496.607,335.994,380.48,280.813,448.162,354.009,414.892,200.278,157.713,334.662,300.434,179.375,21.659,312.202,233.945,265.491,167.507,242.673,431.617,158.234,46.905,212.697,200.52,177.096,0,287.747,266.61,385.342,243.785,432.293,139.453,238.553,153.569,371.849,422.97,132.273,419.667,439.367,101.301,211.131,487.546,186.483,322.403,196.136,296.634,339.076,167.066,272.339,329.428,223.897,313.438,276.867,159.151,299.663,79.999,294.786,292.136,269.096,156.559,246.263,200.408,112.165,206.97,195.467,195.467,260.572,305.428,252.171,88.216,257.666,99.359,310.069,106.487,136.119,259.669,156.388,447.045,164.95
"Marion",218.025,332.389,410.309,391.204,248.737,40.298,126.553,501.46,451.065,407.075,160.897,126.553,345.105,358.173,283.349,527.119,267.338,328.089,234.729,255.571,509.706,119.207,401.703,454.388,196.606,226.859,378.377,341.948,70.428,139.405,341.401,302.48,363.316,523.594,474.366,367.955,390.759,397.975,413.565,375.963,403.905,113.41,365.12,276.777,398.803,267.3,409.696,536.207,21.862,426.162,290.648,229.405,98.757,400.751,414.294,63.723,487.029,212.792,341.948,199.213,463.035,431.455,289.403,0,22.94,426.846,51.335,515.923,393.72,485.34,407.928,412.537,500.27,322.876,336.625,356.325,250.607,119.207,518.201,440.842,239.361,106.056,469.601,261.844,160.053,397.024,466.181,478.256,236.206,290.209,157.783,231.798,267.907,510.049,23.78,177.172,312.498,313.285,447.195,358.952,452.672,442.254,442.254,507.359,430.113,122.735,335.003,165.742,282.37,564.428,209.29,382.906,459.066,137.746,406.635,179.684
"McDonald",199.687,344.839,422.759,368.752,261.187,52.748,139.003,479.008,428.613,384.623,138.445,139.003,322.653,335.721,295.799,504.667,279.788,305.637,212.277,237.546,522.156,96.755,379.251,431.936,166.59,208.834,390.827,319.496,52.177,116.953,353.851,314.93,340.864,501.142,451.914,309.158,368.307,410.425,426.015,388.413,416.355,125.86,377.57,289.227,411.253,244.848,387.244,513.755,34.312,403.71,268.196,241.855,80.506,413.201,391.842,36.576,464.577,194.767,319.496,174.471,432.427,409.003,266.951,21.625,0,439.296,28.883,493.471,371.36,462.888,385.476,424.987,477.818,300.424,349.075,368.775,228.155,96.755,495.749,418.39,251.811,83.604,447.149,274.294,137.601,374.572,478.631,455.804,248.656,302.659,135.331,244.248,245.455,522.499,33.918,154.72,290.046,290.833,424.743,336.5,430.22,419.802,419.802,484.907,407.661,99.7,312.551,143.29,259.918,541.976,186.838,360.454,436.614,115.294,419.085,157.232
"Mercer",324.633,165.201,179.067,284.556,194.783,391.827,300.699,657.811,632.205,418.154,535.372,300.699,344.763,312.178,177.681,630.812,201.107,594.073,526.37,231.177,97.438,493.558,239.876,232.633,321.606,296.23,108.406,359.237,443.241,514.011,91.127,204.305,495.623,782.3,785.293,242.335,393.007,106.071,120.145,53.827,22.94,357.184,223.777,156.27,90.998,641.906,533.47,623.729,407.755,461.395,405.949,202.473,438.609,122.409,447.381,484.351,720.684,271.064,359.237,320.995,184.693,236.854,384.29,427.066,439.821,0,468.216,721.36,254.799,398.957,331.652,14.309,712.037,516.563,197.918,214.982,329.493,493.558,776.613,279.549,200.013,468.484,684.686,178.728,355.354,731.53,53.913,284.572,191.508,165.757,367.582,197.353,328.837,97.781,444.408,551.523,540.849,687.891,440.003,442.163,601.345,472.201,472.201,549.639,726.077,543.363,460.291,540.093,483.649,197.901,372.625,419.467,661.249,498.66,114.731,457.11
"Miller",176.862,373.234,451.154,345.927,289.582,70.019,167.398,456.183,405.788,361.798,115.62,167.398,299.828,312.896,324.194,481.842,308.183,282.812,189.452,243.592,516.191,73.93,356.426,409.111,152.916,214.88,419.222,296.671,24.052,94.128,382.246,343.325,318.039,478.317,429.089,315.204,345.482,438.82,454.41,416.808,444.75,154.255,405.965,317.622,439.648,222.023,364.419,490.93,62.707,380.885,245.371,270.25,52.381,441.596,369.017,13.751,441.752,200.813,296.671,160.797,409.602,386.178,244.126,50.02,28.883,467.691,0,470.646,348.535,440.063,362.651,453.382,454.993,277.599,377.47,397.17,205.33,73.93,472.924,395.565,280.206,60.779,424.324,302.689,114.776,351.747,507.026,432.979,277.051,331.054,112.506,272.643,222.63,503.868,63.184,131.895,267.221,268.008,401.918,313.675,407.395,396.977,396.977,462.082,384.836,75.287,289.726,120.465,237.093,519.151,164.013,337.629,413.789,92.469,447.48,134.407
"Mississippi",479.649,751.302,829.222,442.331,669.659,545.113,631.368,68.064,135.816,315.291,392.885,631.368,417.111,418.27,618.695,93.723,686.251,188.066,289.835,553.603,642.83,422.831,483.065,488.97,567.899,585.441,761.681,405.805,493.322,385.487,687.368,721.393,288.436,126.317,129.31,487.84,380.276,774.256,832.478,666.118,710.604,618.225,784.033,689.88,775.084,294.595,216.807,102.811,526.677,269.946,411.946,648.073,473.037,595.615,277.739,468.916,64.701,593.49,405.805,575.78,536.241,512.817,432.281,513.99,492.853,715.466,470.028,0,475.324,329.288,380.078,701.973,56.054,277.618,755.538,775.238,472.152,422.831,120.63,438.939,658.274,419.143,85.018,674.947,492.019,169.996,665.149,432.075,649.309,612.738,474.163,635.534,510.044,611.955,518.379,454.827,240.077,243.79,291.143,321.348,181.627,272.866,272.866,179.456,89.049,463.871,346.013,436.176,319.367,530.071,430.835,320.392,134.662,393.808,782.916,357.059
"Moniteau",195.695,299.938,377.858,90.869,218.295,374.322,283.194,412.076,386.47,172.419,329.476,283.194,99.028,66.443,167.331,385.077,234.887,348.298,280.595,102.239,210.699,315.5,50.934,103.619,177.038,135.068,310.317,113.462,286.834,284.07,236.004,270.029,249.848,536.565,539.558,25.731,147.272,322.892,381.114,205.626,250.112,339.679,332.669,238.516,323.72,338.793,287.735,377.994,390.25,215.66,160.174,196.709,270.361,135.123,201.646,347.042,474.949,142.126,113.462,180.508,104.11,80.686,138.515,409.561,370.979,254.974,348.154,475.625,0,203.66,107.579,241.481,466.302,270.788,304.174,323.874,132.272,315.5,530.878,140.507,206.91,300.505,438.951,223.583,226.416,485.795,233.018,177.921,197.945,161.374,238.585,184.17,127.021,198.376,396.505,373.465,295.074,384.778,194.268,196.428,355.61,226.466,226.466,303.904,480.342,356.54,221.096,362.035,237.874,242.36,184.823,173.732,415.514,260.757,331.552,269.308
"Monroe",318.498,443.035,520.955,117.936,397.612,515.127,462.511,266.637,241.031,54.807,411.79,462.511,178.808,146.223,346.648,239.638,414.204,317.083,315.29,281.556,322.04,407.388,211.018,173.779,356.355,313.394,448.644,175.695,450.23,375.958,373.626,449.346,232.749,391.126,394.119,215.793,124.439,461.259,479.534,350.927,395.413,518.996,475.766,417.833,429.825,373.488,202.378,232.555,496.691,70.009,218.028,376.026,430.202,280.424,60.018,438.93,329.51,321.443,175.695,359.825,219.581,172.151,238.363,484.004,462.867,400.275,440.042,330.186,203.277,0,78.04,386.782,320.863,288.33,483.491,466.971,284.402,407.388,385.439,123.748,386.227,392.393,293.512,402.9,356.378,340.356,344.359,116.884,377.262,340.691,355.408,363.487,237.997,296.764,488.393,465.353,312.616,419.473,41.823,127.43,210.171,74.021,74.021,158.465,334.903,448.428,152.095,453.923,259.017,214.88,295.799,85.98,270.075,352.645,469.919,361.207
"Montgomery",222.54,383.297,461.217,47.167,301.654,382.38,366.553,316.797,291.191,77.14,344.494,366.553,82.85,50.265,250.69,289.798,318.246,280.037,251.704,185.598,274.825,330.518,115.06,110.321,260.397,217.436,393.676,103.238,373.36,299.088,319.363,353.388,169.151,441.286,444.279,119.835,51.982,406.251,464.473,303.71,348.196,423.038,416.028,321.875,407.079,309.902,192.456,282.715,398.308,120.381,126.217,280.068,318.069,233.207,106.367,362.06,379.67,225.485,103.238,263.867,168.236,106.475,153.533,407.134,385.997,353.058,363.172,380.346,107.319,78.148,0,339.565,371.023,224.744,387.533,407.233,188.444,330.518,435.599,60.29,290.269,315.523,343.672,306.942,260.42,390.516,297.144,97.704,281.304,244.733,253.603,267.529,142.039,262.502,411.523,388.483,249.03,355.887,98.989,101.149,260.331,131.187,131.187,208.625,385.063,371.558,125.817,377.053,195.431,183.876,199.841,78.453,320.235,275.775,414.911,284.326
"Morgan",311.14,150.892,164.758,271.063,180.474,377.518,286.39,644.318,618.712,404.661,521.063,286.39,331.27,298.685,164.188,617.319,186.798,580.58,512.877,217.684,97.169,479.249,226.383,219.14,307.297,282.737,94.097,345.744,428.932,499.702,77.634,189.996,482.13,768.807,771.8,228.842,379.514,91.762,105.836,40.334,8.631,342.875,209.468,141.961,76.689,627.597,519.977,610.236,393.446,447.902,392.456,188.164,424.3,108.916,433.888,470.042,707.191,257.571,345.744,306.686,171.2,223.361,370.797,412.757,425.512,14.309,453.907,707.867,241.306,385.464,318.159,0,698.544,503.07,183.609,200.673,316,479.249,763.12,266.056,185.704,454.175,671.193,164.419,341.861,718.037,53.644,271.079,177.199,152.264,354.089,183.044,315.344,97.512,430.099,537.214,527.356,673.582,426.51,428.67,587.852,458.708,458.708,536.146,712.584,529.054,446.798,525.784,470.156,197.632,359.132,405.974,647.756,484.351,100.422,443.617
"New Madrid",471.446,742.847,820.767,433.876,661.204,536.91,623.165,59.609,127.361,306.836,384.682,623.165,408.656,409.815,610.24,85.268,677.796,179.863,281.632,545.148,634.375,414.628,474.61,480.515,559.696,576.986,753.226,397.35,485.119,377.284,678.913,712.938,280.233,74.024,77.017,479.385,371.821,765.801,824.023,657.663,702.149,610.022,775.578,681.425,766.629,286.392,208.352,94.356,518.474,261.491,403.491,639.618,464.834,587.16,269.284,460.713,13.6,585.035,397.35,567.577,527.786,504.362,423.826,505.787,484.65,707.011,461.825,55.8,466.869,320.833,371.623,693.518,0,269.415,747.083,766.783,463.949,414.628,68.337,430.484,649.819,410.94,76.563,666.492,483.816,161.793,656.694,423.62,640.854,604.283,465.96,627.079,501.589,603.5,510.176,446.624,231.874,235.587,282.688,312.893,173.172,264.411,264.411,171.001,80.846,455.668,337.558,427.973,311.164,521.616,422.632,311.937,126.459,385.605,774.461,348.856
"Newton",244.381,545.543,623.463,266.957,463.9,353.037,387.505,264.135,185.642,209.956,200.809,387.505,220.858,233.926,412.936,205.617,480.492,90.764,88.631,293.296,437.221,230.755,277.456,330.141,328.872,290.685,563.823,159.752,301.246,193.411,488.805,515.634,62.694,286.269,237.041,282.081,193.64,568.497,626.719,466.106,510.592,392.779,578.274,484.121,545.004,114.154,98.706,195.139,334.601,229.043,108.452,442.314,280.961,395.603,217.175,276.84,249.704,297.991,159.752,336.73,330.632,307.208,130.112,321.914,300.777,515.454,277.952,278.598,269.565,288.221,224.807,501.961,262.945,0,549.779,569.479,236.884,230.755,280.876,285.098,452.515,227.067,232.276,469.188,247.359,159.699,459.54,360.051,443.55,406.979,229.888,429.775,203.231,424.898,326.303,262.751,37.54,131.17,250.076,161.833,115.89,245.135,245.135,166.768,192.788,271.795,137.884,244.1,61.153,408.684,195.567,185.787,180.02,201.732,577.157,148.387
"Nodaway",316.862,19.45,90.587,334.083,93.405,302.06,210.932,693.159,667.553,453.502,445.605,210.932,380.111,347.526,158.182,666.16,70.953,612.928,519.568,258.22,280.931,403.791,289.403,282.16,231.839,299.45,75.862,394.545,353.474,424.244,112.626,44.72,530.931,817.648,820.641,279.462,428.355,98.691,93.843,147.188,175.13,252.968,32.496,115.689,110.927,552.139,568.818,659.077,317.988,496.743,441.257,107.484,348.842,171.936,482.729,394.584,756.032,273.014,394.545,231.228,234.22,286.381,419.598,337.299,350.054,198.071,378.449,756.708,305.227,484.743,388.662,183.762,747.385,551.871,0,23.701,344.517,403.791,811.961,329.076,96.929,378.717,720.034,99.633,334.477,681.863,237.406,334.099,111.039,150.029,352.011,126.757,355.482,281.274,354.641,461.756,597.337,598.124,475.351,477.511,636.693,507.549,507.549,584.987,761.425,453.596,502.179,450.326,518.957,407.264,364.854,454.815,696.597,408.893,103.459,450.831
"Oregon",336.588,29.633,69.998,351.708,113.131,321.786,230.658,712.885,687.279,473.228,465.331,230.658,399.837,367.252,177.908,685.886,90.679,632.654,539.294,277.946,269.965,423.517,307.028,299.785,251.565,319.176,86.045,414.271,373.2,443.97,130.251,65.752,550.657,837.374,840.367,299.188,448.081,108.874,104.026,164.813,164.164,272.694,14.503,133.314,121.11,571.865,588.544,678.803,337.714,516.469,460.983,127.21,368.568,189.561,502.455,414.31,775.758,292.74,414.271,250.954,251.845,304.006,439.324,357.025,369.78,187.105,398.175,776.434,324.953,466.109,408.388,172.796,767.111,571.597,23.419,0,364.243,423.517,831.687,346.701,116.655,398.443,739.76,119.359,354.203,701.589,226.44,351.724,130.765,167.654,371.737,146.483,375.208,270.308,374.367,481.482,617.063,617.85,495.077,497.237,656.419,527.275,527.275,604.713,781.151,473.322,521.905,470.052,538.683,424.889,384.58,474.541,716.323,428.619,113.642,470.557
"Osage",39.667,351.71,429.63,172.627,270.067,224.697,170.22,492.588,383.983,254.191,186.38,170.22,126.528,139.596,219.103,465.589,286.659,285.433,193.754,102.158,332.868,172.404,173.103,225.788,124.158,53.8,362.089,128.535,215.246,140.974,287.776,321.801,240.373,480.938,431.71,106.547,177.123,374.664,432.886,279.885,324.371,216.484,384.441,290.288,375.492,224.644,286.753,458.506,261.707,303.219,121.963,248.481,160.386,238.012,283.418,203.946,444.373,78.609,128.535,132.016,226.279,202.855,100.718,249.02,227.883,329.233,205.058,473.267,132.322,285.432,189.351,315.74,457.614,236.738,355.946,375.646,0,172.404,475.545,222.265,258.682,157.409,426.945,275.355,102.737,354.368,324.673,259.679,249.717,213.146,95.92,235.942,58.125,320.545,253.409,230.369,239.429,270.629,276.04,236.009,336.01,308.238,308.238,384.416,387.457,213.444,212.06,218.939,184.027,345.851,41.727,216.092,388.709,117.661,383.324,126.212
"Ozark",142.927,398.25,476.17,312.267,314.598,149.608,209.295,408.375,357.98,328.138,41.922,209.295,266.168,279.236,295.246,434.034,333.199,235.004,141.644,209.657,482.531,0,322.766,375.451,172.307,180.945,444.238,263.011,97.817,46.32,363.919,368.341,284.379,430.509,381.281,281.269,311.822,463.836,479.426,441.824,469.766,222.72,430.981,342.638,464.664,174.215,291.687,443.122,131.172,347.225,211.711,295.266,77.445,345.511,335.357,73.411,393.944,166.878,263.011,180.188,375.942,352.518,210.466,118.485,97.348,492.707,74.523,422.838,314.875,406.403,328.991,478.398,407.185,229.791,402.486,422.186,171.67,0,425.116,361.905,305.222,23.638,376.516,327.705,96.427,303.939,432.172,399.319,302.067,289.289,78.571,297.659,188.97,470.208,122.874,61.375,219.413,220.2,368.258,280.015,359.587,363.317,363.317,428.422,337.028,44.45,256.066,49.945,189.285,485.491,130.353,303.969,365.981,58.809,472.496,94.174
"Pemiscot",482.973,807.614,885.534,498.643,725.971,548.437,634.692,124.376,192.128,371.603,396.209,634.692,473.423,474.582,675.007,150.035,742.563,191.39,293.159,609.915,699.142,426.155,539.377,545.282,571.223,641.753,817.993,462.117,496.646,388.811,743.68,777.705,291.76,18.408,48.508,544.152,436.588,830.568,888.79,722.43,766.916,621.549,840.345,746.192,831.396,259.063,273.119,159.123,530.001,326.258,468.258,704.385,476.361,651.927,334.051,472.24,71.838,649.802,462.117,579.104,592.553,569.129,488.593,517.314,496.177,771.778,473.352,120.567,531.636,385.6,436.39,758.285,68.35,280.942,811.85,831.55,475.476,426.155,0,495.251,714.586,422.467,141.33,731.259,495.343,153.254,721.461,488.387,705.621,669.05,477.487,691.846,566.356,668.267,521.703,458.151,243.401,217.85,347.455,377.66,237.939,329.178,329.178,235.768,145.613,467.195,402.325,439.5,322.691,586.383,434.159,376.704,191.226,397.132,839.228,360.383
"Perry",255.591,323.351,401.271,52.32,334.72,415.431,399.619,375.362,349.756,138.131,377.545,399.619,115.901,83.316,226.293,348.363,351.312,340.334,328.664,218.664,202.356,363.569,89.145,50.03,293.463,250.487,328.96,161.531,406.411,332.139,253.942,336.61,229.448,499.851,502.844,152.901,112.279,341.575,359.85,231.243,275.729,456.104,356.082,288.616,310.141,386.862,311.103,341.28,431.359,178.946,208.243,313.134,351.12,160.74,164.932,395.111,438.235,258.551,161.531,296.933,101.312,48.402,186.584,440.185,419.048,280.591,396.223,438.911,140.385,121.874,60.296,267.098,429.588,285.041,330.223,347.287,221.495,363.569,494.164,0,323.335,348.574,402.237,311.074,293.471,449.081,224.675,43.44,314.37,217.084,286.654,300.595,175.09,190.033,444.574,421.534,309.327,432.847,157.627,161.446,318.896,189.825,189.825,267.19,443.628,404.609,186.114,410.104,285.943,129.612,232.892,138.75,378.8,308.826,350.235,317.377
"Pettis",218.847,92.863,170.783,273.937,12.535,204.045,112.917,595.144,569.538,355.487,347.59,112.917,282.096,249.511,65.717,568.145,27.812,514.913,421.553,160.205,281.751,305.776,247.993,283.02,133.824,201.435,138.851,296.53,255.459,326.229,113.446,62.954,432.916,719.633,722.626,181.447,330.34,161.68,174.039,148.008,175.95,158.426,125.594,48.822,170.848,454.124,470.803,561.062,219.973,398.728,343.242,10.591,250.827,172.796,384.714,296.569,658.017,174.999,296.53,133.213,235.08,277.745,321.583,239.284,252.039,198.891,280.434,658.693,207.212,386.728,290.647,184.582,649.37,453.856,97.099,116.799,246.502,305.776,713.946,323.575,0,280.702,622.019,28.347,236.462,583.848,238.226,334.959,18.574,72.577,253.996,35.992,257.467,282.094,256.626,363.741,499.322,500.109,377.336,379.496,538.678,409.534,409.534,486.972,663.41,355.581,404.164,352.311,420.942,408.124,266.839,356.8,598.582,310.878,170.34,352.816
"Phelps",128.338,372.998,450.918,297.678,289.346,131.753,184.043,406.369,355.974,313.549,65.806,184.043,251.579,264.647,269.994,432.028,307.947,232.998,139.638,195.068,467.942,24.116,308.177,360.862,147.055,166.356,418.986,248.422,79.962,44.314,338.667,343.089,269.79,428.503,379.275,266.68,297.233,438.584,454.174,416.572,444.514,189.317,405.729,317.386,439.412,172.209,289.681,441.116,113.317,332.636,197.122,270.014,51.948,330.922,320.768,55.556,391.938,152.289,248.422,154.936,361.353,337.929,195.877,100.63,79.493,467.455,56.668,420.832,300.286,391.814,314.402,453.146,405.179,227.785,377.234,396.934,157.081,24.116,423.11,347.316,279.97,0,374.51,302.453,71.175,301.933,417.583,384.73,276.815,264.037,63.982,272.407,174.381,455.619,105.019,82.081,217.407,218.194,353.669,265.426,357.581,348.728,348.728,413.833,335.022,59.16,241.477,70.651,187.279,470.902,115.764,289.38,363.975,44.22,447.244,92.168
"Pike",433.181,715.827,793.747,406.856,634.184,498.645,584.9,27.153,41.676,279.816,346.417,584.9,381.636,382.795,583.22,58.248,650.776,141.598,243.367,518.128,607.355,376.363,447.59,453.495,521.431,549.966,726.206,370.33,446.854,339.019,651.893,685.918,197.862,141.024,104.868,452.365,344.801,738.781,797.003,630.643,675.129,571.757,748.558,654.405,739.609,248.127,148.807,51.058,480.209,234.471,281.311,612.598,426.569,560.14,242.264,422.448,62.785,516.002,370.33,529.312,500.766,477.342,301.646,467.522,446.385,679.991,423.56,85.756,439.849,293.813,344.603,666.498,70.749,231.15,720.063,739.763,425.684,376.363,135.337,403.464,622.799,372.675,0,639.472,445.551,123.528,629.674,396.6,613.834,577.263,427.695,600.059,474.569,576.48,471.911,408.359,193.609,197.322,255.668,285.873,103.325,237.391,237.391,143.981,42.581,417.403,225.494,389.708,272.899,494.596,384.367,284.917,38.972,347.34,747.441,310.591
"Platte",241.699,87.461,165.381,293.192,18.179,226.897,135.769,614.399,588.793,374.742,370.442,135.769,301.351,268.766,63.864,587.4,22.379,537.765,444.405,179.46,261.53,328.628,267.248,262.799,156.676,227.482,109.86,315.785,278.311,349.081,93.225,57.552,452.171,738.888,741.881,200.702,349.595,132.689,168.637,127.787,155.729,185.302,120.192,28.601,150.627,476.976,490.058,580.317,242.825,417.983,362.497,34.958,273.679,152.575,403.969,319.421,677.272,197.851,315.785,156.065,214.859,267.02,340.838,262.136,274.891,178.67,303.286,677.948,226.467,405.983,309.902,164.361,668.625,473.111,91.697,111.397,260.745,328.628,733.201,309.715,28.16,303.554,641.274,0,259.314,606.7,218.005,314.738,26.578,61.482,276.848,37.826,276.722,261.873,279.478,386.593,522.174,522.961,396.591,398.751,557.933,428.789,428.789,506.227,682.665,378.433,423.419,375.163,440.197,387.903,289.691,376.055,617.837,333.73,141.349,375.668
